,"('PC1',)","('PC2',)","('PC3',)","('U238_ppm',)","('Th232_ppm',)",oscillatory_zonation,sector_zonation,homogenous_zonation,SiO2_pct,Dataset,GSWA_sample_id,bin
0,-2.9703859810977535,0.1334041549541442,-0.4020832090954935,545.23038235,730.7707211500001,1.0,1.0,1.0,49.199,train,143445.0,50.0
1,-1.906262956300941,-0.7555945553839997,0.3843887373984572,427.5570404,472.93824324999997,1.0,1.0,1.0,49.199,train,143445.0,50.0
2,-1.3194351731534528,-0.5347737095630218,-0.6510100862393402,475.76719295,570.9531937,1.0,1.0,1.0,49.199,train,143445.0,50.0
3,-2.7560815956083387,-0.7060195298360821,0.1342820478966138,547.67340355,751.9942723,1.0,1.0,1.0,49.199,train,143445.0,50.0
4,-2.748452734093861,-0.5469583471127817,-0.6826695566168036,332.79322085,355.37655859999995,1.0,1.0,1.0,49.199,train,143445.0,50.0
5,-1.8899925004359843,-2.0280479109028002,-0.4120563883175979,449.7490285,498.63529235,1.0,1.0,1.0,49.199,train,143445.0,50.0
6,-2.616723250163813,-1.7139308989331012,-0.5780125659961608,547.849755,694.5786927,1.0,1.0,1.0,49.199,train,143445.0,50.0
7,-1.3111417293348349,-2.9878499883494145,-0.5490640504691989,174.487737,115.39359721,1.0,1.0,1.0,49.199,train,143445.0,50.0
8,-1.1877021474903544,-1.39330714880314,-0.86646907260699,320.15878135,334.46357320000004,1.0,1.0,1.0,49.199,train,143445.0,50.0
9,-1.251658274909611,-0.37542071241646996,0.6992781740106869,509.4986997,609.2212076999999,1.0,1.0,1.0,49.199,train,143445.0,50.0
10,-2.0689326598867304,-1.2232904171365122,-0.5214113758722885,241.20870455,251.08690586,1.0,1.0,1.0,49.199,train,143445.0,50.0
11,-1.8706153441632127,-1.1114144004498443,0.49478098674857274,347.96374875,395.7033275,1.0,1.0,1.0,49.199,train,143445.0,50.0
12,-2.1344805613747444,-0.9257678076922882,-0.027547520098278697,246.41073305,263.9261041,1.0,1.0,1.0,49.199,train,143445.0,50.0
13,-0.7845693810706228,1.3141965020187565,-0.11090487629792707,535.5360519,578.32303905,1.0,1.0,1.0,49.199,train,143445.0,50.0
14,-2.0548801489747914,-1.9697230114591198,-0.47561051968068546,372.910583,495.74349591000004,1.0,1.0,1.0,49.199,train,143445.0,50.0
15,-1.3213429529219938,0.894802882962327,-0.5743962329848972,261.18586325,289.5400594,1.0,1.0,1.0,49.199,train,143445.0,50.0
16,-2.6746648416317975,-0.6787780023739696,-0.05684262168603747,393.8072532,468.97670095,1.0,1.0,1.0,49.199,train,143445.0,50.0
17,-1.580919491488405,-1.8949636029729178,-0.4341973818000337,373.51947459999997,303.05611711,1.0,1.0,1.0,49.199,train,143445.0,50.0
18,-2.8696935624213866,-1.9155937520595998,-0.5371690694138006,555.179193,644.05469095,1.0,1.0,1.0,49.199,train,143445.0,50.0
19,-2.028037236926455,-1.793694964766422,-0.5126487060160824,493.1723545,449.80819175,1.0,1.0,1.0,49.199,train,143445.0,50.0
20,-1.6370221881784106,-1.8263850577763017,-0.45289988489995764,442.41959049999997,549.1592941,1.0,1.0,1.0,49.199,train,143445.0,50.0
21,-3.109721210971893,-1.191152390385465,-0.12314029841714207,371.32606635,422.51822815,1.0,1.0,1.0,49.199,train,143445.0,50.0
22,-2.5740547124193314,-1.1565475723704475,-0.05035675645873158,213.0784129,195.72359845,1.0,1.0,1.0,49.199,train,143445.0,50.0
23,-2.4974731787257465,-1.8435103490748284,-0.22172474295166292,387.84974255,528.4971728,1.0,1.0,1.0,49.199,train,143445.0,50.0
24,-2.5160504053247807,-1.1220217789300166,-0.5998627000883374,360.86158445,397.8389805,1.0,1.0,1.0,49.199,train,143445.0,50.0
25,-1.0664648608958798,-0.3331108564365218,-0.6918535828217006,468.43775495,621.4771954500001,1.0,1.0,1.0,49.199,train,143445.0,50.0
26,-2.7690834332089205,-2.3933633220560777,-0.5306832041864946,374.4503527,370.80158845,1.0,1.0,1.0,49.199,train,143445.0,50.0
27,-2.0752050523467687,-0.590931799931256,-0.4285388110862989,565.1924696,715.29171015,1.0,1.0,1.0,49.199,train,143445.0,50.0
28,-2.98699421129617,1.7014977735414438,2.0771533472167167,1034.0,2006.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
29,-1.8980925895456913,5.746554366436536,1.3923879764759717,369.0,332.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
30,-2.32257538117268,3.327337713408149,0.8277050124377934,639.5,691.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
31,-2.4354081281164235,-0.27477799193211233,1.2942468018773081,521.5,646.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
32,-1.2623762740937547,0.8819280799249654,0.8145710077821806,1199.5,2438.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
33,-0.7211527668283765,2.760665447457926,1.155135642563263,640.5,1137.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
34,-2.8238229509797064,-0.693702716711257,1.9910564366600216,428.5,534.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
35,-1.7709442820964107,0.22562823437185103,0.4121720513885009,798.0,1348.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
