,"('PC1',)","('PC2',)","('PC3',)","('U238_ppm',)","('Th232_ppm',)",oscillatory_zonation,sector_zonation,homogenous_zonation,SiO2_pct,Dataset,GSWA_sample_id,bin
0,-2.1507929226187934,0.1829439538968543,0.20554249798507243,534.54133115,562.5779321499999,1.0,1.0,1.0,49.199,train,143445.0,50.0
1,-1.1019730470580325,1.4364378798921589,0.7663812948712467,668.05473965,753.5611911,1.0,1.0,1.0,49.199,train,143445.0,50.0
2,-2.1633504797460965,-2.066877196083219,0.20142515037818443,296.39199955,341.003033,1.0,1.0,1.0,49.199,train,143445.0,50.0
3,-1.3764962456792673,-0.9661937513278593,-0.6381711735544708,244.60876810000002,247.1830272,1.0,1.0,1.0,49.199,train,143445.0,50.0
4,-2.006268949075046,-0.9438465925467199,0.14448091195158608,507.9637612,561.7848474,1.0,1.0,1.0,49.199,train,143445.0,50.0
5,-2.1478726676951747,-1.7070857801660717,-0.11348330903784123,388.45863414999997,335.809794,1.0,1.0,1.0,49.199,train,143445.0,50.0
6,-1.483228903234505,-0.8021835929676637,-0.6673975085177359,299.8950602,299.26614935,1.0,1.0,1.0,49.199,train,143445.0,50.0
7,-2.9815824013157926,-1.521127480378987,-0.22292029499291996,474.77247220000004,555.2080868,1.0,1.0,1.0,49.199,train,143445.0,50.0
8,-2.7173762978847127,-0.8604694059445956,-0.5583776439117066,416.14787655,449.92210265,1.0,1.0,1.0,49.199,train,143445.0,50.0
9,-2.738015175839975,0.1329963708075456,0.05957469692510124,415.9715251,507.33768225,1.0,1.0,1.0,49.199,train,143445.0,50.0
10,-1.9398528567521025,-0.7065029485441678,-0.05585684062955629,405.19245715,549.21019025,1.0,1.0,1.0,49.199,train,143445.0,50.0
11,-2.1389716059896022,-1.3623367121201189,-0.23266648806797904,468.05192579999994,413.04470975,1.0,1.0,1.0,49.199,train,143445.0,50.0
12,-3.055088824635808,-2.1973405185420245,-0.41635788493458803,374.4503527,370.80158845,1.0,1.0,1.0,49.199,train,143445.0,50.0
13,-2.9483561670805707,-2.361350676902221,-0.3871315499713232,319.16406059999997,318.7184663,1.0,1.0,1.0,49.199,train,143445.0,50.0
14,-1.93095179504653,-0.3617538804982151,-0.17504001965969396,484.78574879999996,626.445106,1.0,1.0,1.0,49.199,train,143445.0,50.0
15,-1.36912701329635,-0.938163171443499,-0.33057196696027763,139.89504775,133.18462945,1.0,1.0,1.0,49.199,train,143445.0,50.0
16,-2.203945946364236,-1.254684579444346,0.0580371987623945,556.7141315,691.49105125,1.0,1.0,1.0,49.199,train,143445.0,50.0
17,-1.9472220891350198,-0.7345335284285284,-0.36345604722374936,509.9061775,663.208588,1.0,1.0,1.0,49.199,train,143445.0,50.0
18,-2.074593624645519,0.42294240668380745,0.22526995864979305,565.01611815,772.70728975,1.0,1.0,1.0,49.199,train,143445.0,50.0
19,-1.5932392682954346,0.9751172320992135,-0.3170597786368124,526.48327265,705.5656202,1.0,1.0,1.0,49.199,train,143445.0,50.0
20,-1.8811661081088642,3.7392121638950537,0.8282745800106588,928.0,1632.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
21,-1.8805544362428102,-1.2643667182621803,-0.07187285601485117,1132.0,2835.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
