,GSWA_sample_id,area,equivalent_diameter,perimeter,minor_axis_length,major_axis_length,solidity,convex_area,form_factor,roundness,compactness,aspect_ratio,minimum_Feret,maximum_Feret,U238_ppm,Th232_ppm,SiO2_pct,oscillatory_zonation,sector_zonation,homogenous_zonation,bin,Dataset
0,178155.0,14364.064999999999,132.305,514.31,98.61,184.20999999999998,0.96,14980.335000000001,0.645,0.505,0.71,1.93,93.965,185.155,1265.5,2431.0,49.157,1.0,0.0,1.0,50.0,train
1,178155.0,16568.19,144.365,621.0799999999999,94.025,242.915,0.935,17586.305,0.545,0.39499999999999996,0.615,3.0199999999999996,94.00999999999999,243.935,640.5,1137.5,49.157,1.0,0.0,1.0,50.0,train
2,178155.0,8706.439999999999,105.28,396.89,82.97999999999999,139.385,0.955,9094.779999999999,0.7,0.605,0.77,1.7400000000000002,81.075,143.48499999999999,521.0,564.5,49.157,1.0,0.0,1.0,50.0,train
3,178155.0,8530.485,104.215,398.90999999999997,82.82,138.23,0.965,8815.86,0.6799999999999999,0.6,0.765,1.725,77.42500000000001,136.905,875.5,1499.0,49.157,1.0,0.0,1.0,50.0,train
4,178155.0,12463.3,119.01499999999999,464.71500000000003,88.38,166.57999999999998,0.935,13157.050000000001,0.63,0.49,0.7,2.02,86.645,169.83,1192.5,2556.5,49.157,1.0,0.0,1.0,50.0,train
5,178155.0,8210.08,102.225,394.61,78.99000000000001,141.385,0.95,8620.415,0.6699999999999999,0.5700000000000001,0.74,1.9049999999999998,76.625,142.575,809.5,1506.0,49.157,1.0,0.0,1.0,50.0,train
6,178155.0,5536.55,82.83500000000001,373.15,47.11,157.185,0.9450000000000001,5909.8150000000005,0.525,0.33,0.5650000000000001,3.375,44.58,151.76,526.5,543.0,49.157,1.0,0.0,1.0,50.0,train
7,178155.0,7788.135,99.46,395.495,68.13499999999999,149.665,0.965,8055.455,0.625,0.44,0.66,2.1950000000000003,63.35000000000001,143.075,1110.5,1877.0,49.157,1.0,0.0,1.0,50.0,train
8,178155.0,6647.155000000001,91.03,370.41499999999996,62.019999999999996,139.35,0.9450000000000001,6981.505000000001,0.595,0.425,0.65,2.26,58.36,131.715,1388.0,2858.5,49.157,1.0,0.0,1.0,50.0,train
9,178155.0,11478.83,109.88,405.41,87.17,142.105,0.965,11991.115,0.765,0.62,0.79,1.58,84.625,147.465,1132.0,2835.5,49.157,1.0,0.0,1.0,50.0,train
10,178155.0,8354.630000000001,98.785,452.42499999999995,55.775,188.565,0.94,8967.555,0.525,0.335,0.5700000000000001,3.235,55.44,181.09,368.5,357.0,49.157,1.0,0.0,1.0,50.0,train
