,actual,predicted,repeat,fold
0,64.15,53.139282,0,0
1,64.15,62.06217,0,0
2,64.15,50.24425,0,0
3,64.15,56.437588,0,0
4,64.15,59.865593,0,0
5,64.15,58.97835,0,0
6,64.15,48.98408,0,0
7,64.15,55.28211,0,0
8,64.15,58.623905,0,0
9,64.15,72.660645,0,0
10,64.15,54.476437,0,0
11,64.15,52.425182,0,0
12,64.15,50.089596,0,0
13,64.15,47.961437,0,0
14,64.15,65.782455,0,0
15,64.15,56.57613,0,0
16,64.15,52.79588,0,0
17,64.15,55.857304,0,0
18,64.15,53.342377,0,0
19,64.15,57.447586,0,0
20,64.15,67.44797,0,0
21,64.15,58.261196,0,0
22,64.15,54.573,0,0
23,54.516,91.48723,0,0
24,54.516,78.57351,0,0
25,54.516,82.47767,0,0
26,54.516,76.3365,0,0
27,54.516,73.32013,0,0
28,49.297,53.232937,0,0
29,49.297,47.658443,0,0
30,49.297,51.578304,0,0
31,66.54,51.025425,0,0
32,66.54,35.37594,0,0
33,66.54,50.826607,0,0
34,66.54,52.46249,0,0
35,66.54,53.500156,0,0
36,66.54,43.106968,0,0
37,66.54,38.832653,0,0
38,66.54,48.253574,0,0
39,66.54,38.93402,0,0
40,66.54,45.40608,0,0
41,66.54,41.225338,0,0
42,66.54,41.458416,0,0
43,66.54,33.008358,0,0
44,66.54,52.719395,0,0
45,66.54,53.662273,0,0
46,66.54,53.163803,0,0
47,66.54,48.68201,0,0
48,66.54,57.242153,0,0
49,66.54,44.210865,0,0
50,66.54,51.068645,0,0
51,66.54,43.717113,0,0
52,68.51,50.74811,0,0
53,68.51,45.849407,0,0
54,68.51,46.914837,0,0
55,68.51,61.117455,0,0
56,68.51,42.500004,0,0
57,68.51,46.56425,0,0
58,68.51,48.53399,0,0
59,68.51,61.44026,0,0
60,68.51,47.354786,0,0
61,68.51,123.715,0,0
62,68.51,55.91079,0,0
63,68.51,46.9604,0,0
64,68.51,37.38399,0,0
65,68.51,57.877697,0,0
66,68.51,56.23945,0,0
67,68.51,42.71212,0,0
68,68.51,38.75782,0,0
69,68.51,91.84565,0,0
70,68.51,59.29842,0,0
71,68.51,47.737797,0,0
72,68.51,48.72129,0,0
73,68.51,51.326504,0,0
74,68.51,53.25449,0,0
75,68.51,54.72847,0,0
76,68.51,55.403454,0,0
77,68.51,75.33495,0,0
78,68.51,69.06852,0,0
79,68.51,52.96071,0,0
80,68.51,55.999577,0,0
81,68.51,52.593822,0,0
82,68.51,69.73873,0,0
83,68.51,48.36814,0,0
84,68.51,57.80103,0,0
85,68.51,53.56086,0,0
86,68.51,56.16711,0,0
87,51.967,33.65101,0,0
88,51.967,44.84673,0,0
89,51.967,36.5294,0,0
90,51.967,30.340977,0,0
91,51.967,32.887165,0,0
92,51.967,32.968735,0,0
93,51.967,31.020798,0,0
94,51.967,39.964657,0,0
95,51.967,47.358734,0,0
96,51.967,36.24392,0,0
97,51.967,31.603329,0,0
98,51.967,32.223915,0,0
99,51.967,42.43033,0,0
100,51.967,26.405514,0,0
101,64.15,53.359116,0,1
102,64.15,62.170494,0,1
103,64.15,53.624706,0,1
104,64.15,60.171585,0,1
105,64.15,62.92656,0,1
106,64.15,65.68416,0,1
107,64.15,55.23187,0,1
108,64.15,56.177475,0,1
109,64.15,63.158768,0,1
110,64.15,75.59061,0,1
111,64.15,61.064667,0,1
112,64.15,55.675125,0,1
113,64.15,54.876762,0,1
114,64.15,48.11091,0,1
115,64.15,62.744797,0,1
116,64.15,59.238518,0,1
117,64.15,53.586887,0,1
118,64.15,57.27192,0,1
119,64.15,55.165493,0,1
120,64.15,58.9004,0,1
121,64.15,71.127174,0,1
122,64.15,60.853798,0,1
123,64.15,55.00979,0,1
124,54.516,75.93004,0,1
125,54.516,55.346573,0,1
126,54.516,58.88586,0,1
127,54.516,52.041378,0,1
128,54.516,48.636276,0,1
129,49.297,49.888832,0,1
130,49.297,44.638947,0,1
131,49.297,47.352036,0,1
132,66.54,55.270935,0,1
133,66.54,39.0766,0,1
134,66.54,52.949047,0,1
135,66.54,55.185486,0,1
136,66.54,56.007065,0,1
137,66.54,45.888855,0,1
138,66.54,40.18267,0,1
139,66.54,51.14582,0,1
140,66.54,40.94606,0,1
141,66.54,49.68563,0,1
142,66.54,46.198296,0,1
143,66.54,44.36554,0,1
144,66.54,32.916157,0,1
145,66.54,56.123383,0,1
146,66.54,57.686214,0,1
147,66.54,57.010395,0,1
148,66.54,51.81356,0,1
149,66.54,62.272697,0,1
150,66.54,47.582424,0,1
151,66.54,56.15863,0,1
152,66.54,46.9216,0,1
153,68.51,54.700462,0,1
154,68.51,43.822487,0,1
155,68.51,40.224422,0,1
156,68.51,45.26296,0,1
157,68.51,39.96248,0,1
158,68.51,45.94287,0,1
159,68.51,48.863243,0,1
160,68.51,59.363865,0,1
161,68.51,42.115074,0,1
162,68.51,76.569954,0,1
163,68.51,46.034454,0,1
164,68.51,46.765053,0,1
165,68.51,32.41623,0,1
166,68.51,49.76056,0,1
167,68.51,47.95575,0,1
168,68.51,42.298363,0,1
169,68.51,34.625683,0,1
170,68.51,69.34405,0,1
171,68.51,56.173744,0,1
172,68.51,47.215714,0,1
173,68.51,38.560616,0,1
174,68.51,44.18132,0,1
175,68.51,51.630295,0,1
176,68.51,56.788315,0,1
177,68.51,54.235065,0,1
178,68.51,57.58869,0,1
179,68.51,62.104385,0,1
180,68.51,52.61968,0,1
181,68.51,57.29641,0,1
182,68.51,49.08835,0,1
183,68.51,69.366425,0,1
184,68.51,48.261898,0,1
185,68.51,55.277264,0,1
186,68.51,50.187958,0,1
187,68.51,45.779034,0,1
188,51.967,30.08993,0,1
189,51.967,35.002914,0,1
190,51.967,27.886187,0,1
191,51.967,29.66189,0,1
192,51.967,28.630487,0,1
193,51.967,33.386307,0,1
194,51.967,32.098637,0,1
195,51.967,31.374832,0,1
196,51.967,38.895187,0,1
197,51.967,35.331917,0,1
198,51.967,31.538733,0,1
199,51.967,29.700544,0,1
200,51.967,30.835978,0,1
201,51.967,25.727242,0,1
202,64.15,57.310642,0,2
203,64.15,61.78234,0,2
204,64.15,55.114395,0,2
205,64.15,56.73319,0,2
206,64.15,59.00862,0,2
207,64.15,65.54783,0,2
208,64.15,54.866623,0,2
209,64.15,59.318443,0,2
210,64.15,58.283035,0,2
211,64.15,67.32998,0,2
212,64.15,64.276596,0,2
213,64.15,55.033337,0,2
214,64.15,54.13249,0,2
215,64.15,55.384655,0,2
216,64.15,61.17496,0,2
217,64.15,61.794228,0,2
218,64.15,57.577576,0,2
219,64.15,59.845882,0,2
220,64.15,56.50992,0,2
221,64.15,62.321114,0,2
222,64.15,67.13611,0,2
223,64.15,63.075912,0,2
224,64.15,57.077732,0,2
225,54.516,65.58201,0,2
226,54.516,46.392944,0,2
227,54.516,48.580616,0,2
228,54.516,43.967987,0,2
229,54.516,41.13997,0,2
230,49.297,62.401108,0,2
231,49.297,61.975346,0,2
232,49.297,53.448586,0,2
233,66.54,59.8735,0,2
234,66.54,50.978077,0,2
235,66.54,59.30497,0,2
236,66.54,60.257526,0,2
237,66.54,61.088673,0,2
238,66.54,55.813137,0,2
