epoch,concordance_cc,loss,mape_metric,pearson_cc,r_square,smape_metric,val_concordance_cc,val_loss,val_mape_metric,val_pearson_cc,val_r_square,val_smape_metric
0,-0.0006267896969802678,3197.5615234375,97.531982421875,-0.1439797729253769,-56.666221618652344,95.2313003540039,-0.002223864896222949,2934.51025390625,93.3363265991211,-0.32098937034606934,-70.05628204345703,87.671875
1,-0.005326706450432539,2607.61181640625,87.1424789428711,-0.32050853967666626,-46.021568298339844,77.90019989013672,-0.010948807001113892,2079.075927734375,77.00715637207031,-0.35758811235427856,-49.33112716674805,63.67147445678711
2,-0.02504027634859085,1602.6485595703125,65.17337036132812,-0.35942089557647705,-27.887617111206055,50.3061637878418,-0.05640898272395134,978.09326171875,47.75605392456055,-0.4114910364151001,-22.655351638793945,33.392093658447266
3,-0.11663030833005905,680.6734008789062,36.38850402832031,-0.39171087741851807,-11.249863624572754,23.993345260620117,-0.23949429392814636,443.4448547363281,29.326461791992188,-0.46321600675582886,-9.698809623718262,17.298677444458008
4,-0.2493402063846588,363.95880126953125,25.935895919799805,-0.371064692735672,-5.533389091491699,14.619613647460938,-0.29208487272262573,404.3605041503906,29.701950073242188,-0.43902233242988586,-8.750579833984375,15.664992332458496
5,-0.23497706651687622,297.2852478027344,24.27397346496582,-0.30243998765945435,-4.330291271209717,12.858902931213379,-0.26575759053230286,389.17034912109375,29.10719871520996,-0.39527150988578796,-8.383010864257812,15.230438232421875
6,-0.1990090012550354,263.5632629394531,22.737751007080078,-0.24904116988182068,-3.722261428833008,11.918368339538574,-0.2481670081615448,358.0665283203125,27.84522247314453,-0.36160576343536377,-7.629992485046387,14.616085052490234
7,-0.157857283949852,224.6943359375,20.909255981445312,-0.19076195359230042,-3.0212926864624023,10.851057052612305,-0.2350875586271286,325.8642578125,26.4895076751709,-0.3331010639667511,-6.8502020835876465,13.908158302307129
8,-0.12326063960790634,192.91250610351562,19.323312759399414,-0.14368419349193573,-2.4480793476104736,9.921367645263672,-0.2137666493654251,296.74847412109375,25.13467788696289,-0.2970025837421417,-6.14508056640625,13.265867233276367
9,-0.07793594896793365,167.1300506591797,17.959367752075195,-0.09181389957666397,-1.9830284118652344,9.147034645080566,-0.1829712986946106,273.3912353515625,23.898571014404297,-0.2525382339954376,-5.579370021820068,12.741536140441895
10,-0.008775744587182999,140.95843505859375,16.50828742980957,-0.015092402696609497,-1.5108885765075684,8.354645729064941,-0.14881989359855652,253.38912963867188,22.728958129882812,-0.20361284911632538,-5.094821453094482,12.219791412353516
11,0.06438683718442917,119.19054412841797,15.172455787658691,0.06291461735963821,-1.1181375980377197,7.63331937789917,-0.10844124108552933,239.853271484375,21.769262313842773,-0.14913317561149597,-4.76691198348999,11.84148120880127
12,0.1492243856191635,101.2767562866211,13.870108604431152,0.15256081521511078,-0.7949403524398804,6.948703289031982,-0.0696454644203186,228.63697814941406,20.923974990844727,-0.0971994549036026,-4.495157241821289,11.51900863647461
13,0.23303626477718353,86.17267608642578,12.923178672790527,0.24231819808483124,-0.5223791599273682,6.451606750488281,-0.03162536025047302,221.8616485595703,20.188907623291016,-0.04618861898779869,-4.330942630767822,11.241676330566406
14,0.30492207407951355,77.50529479980469,12.243338584899902,0.3174552619457245,-0.3659508228302002,6.097853183746338,0.0037627711426466703,216.59164428710938,19.437711715698242,0.000905676803085953,-4.20322847366333,10.981916427612305
15,0.3903060853481293,64.83529663085938,11.259748458862305,0.4058884382247925,-0.13730573654174805,5.602460861206055,0.035276319831609726,212.47984313964844,18.767974853515625,0.042954422533512115,-4.103519916534424,10.717066764831543
16,0.4622591733932495,57.60592269897461,10.666825294494629,0.48145797848701477,-0.006823897361755371,5.301767826080322,0.06149670481681824,209.9302215576172,18.199398040771484,0.07809758186340332,-4.041688442230225,10.500272750854492
17,0.5141012668609619,51.89219665527344,10.15364933013916,0.5345971584320068,0.09630978107452393,5.048806190490723,0.08375774323940277,207.7329559326172,17.66782569885254,0.10790175944566727,-3.988420009613037,10.295666694641113
18,0.5531448721885681,47.83620834350586,9.63930606842041,0.5743618011474609,0.16951441764831543,4.796855449676514,0.10300160199403763,206.1968231201172,17.201574325561523,0.13382120430469513,-3.9511752128601074,10.125495910644531
19,0.5991443395614624,43.30155563354492,9.145960807800293,0.620344877243042,0.2513551712036133,4.559398174285889,0.11934003978967667,204.57305908203125,16.777700424194336,0.15590587258338928,-3.9118094444274902,9.956378936767578
20,0.6256201863288879,40.47681427001953,8.82087516784668,0.6467201113700867,0.30233442783355713,4.39836311340332,0.13245323300361633,202.54202270507812,16.403486251831055,0.1728222817182541,-3.862576484680176,9.792574882507324
21,0.6551408171653748,37.90334701538086,8.394314765930176,0.6753263473510742,0.348797082901001,4.193907260894775,0.1437748819589615,199.6848602294922,16.038877487182617,0.18709851801395416,-3.793339252471924,9.609039306640625
22,0.6805623769760132,35.102542877197266,8.079686164855957,0.701484739780426,0.39932769536972046,4.035329818725586,0.15289779007434845,198.92880249023438,15.810259819030762,0.1993132084608078,-3.7750391960144043,9.523231506347656
23,0.7020279765129089,32.91926956176758,7.765652656555176,0.7216554880142212,0.438720703125,3.8859658241271973,0.1625138521194458,197.2811279296875,15.523947715759277,0.21270982921123505,-3.735118865966797,9.395700454711914
24,0.711806058883667,31.903858184814453,7.657472133636475,0.7300644516944885,0.45703125,3.8339364528656006,0.17018373310565948,194.0484619140625,15.2620849609375,0.22164322435855865,-3.656782627105713,9.241029739379883
25,0.7305152416229248,30.236974716186523,7.3168745040893555,0.7485447525978088,0.48710280656814575,3.659722328186035,0.17579787969589233,193.24974060058594,15.230246543884277,0.2294289916753769,-3.6374831199645996,9.243751525878906
26,0.7416935563087463,28.962543487548828,7.133920192718506,0.7593746185302734,0.5100840926170349,3.572736978530884,0.18123964965343475,191.01113891601562,15.063210487365723,0.23558078706264496,-3.583252429962158,9.145431518554688
27,0.7485631704330444,27.928800582885742,6.999522686004639,0.7662988901138306,0.5287337303161621,3.5084335803985596,0.18644465506076813,190.90408325195312,14.958257675170898,0.24315175414085388,-3.5806713104248047,9.110475540161133
28,0.7586740851402283,27.089807510375977,6.77830696105957,0.7764217257499695,0.5438680648803711,3.398109197616577,0.19226300716400146,186.75473022460938,14.655826568603516,0.24858345091342926,-3.4801154136657715,8.913994789123535
29,0.7714231014251709,25.96723175048828,6.707849025726318,0.7890390157699585,0.5641247034072876,3.3551712036132812,0.19600312411785126,185.6817626953125,14.600118637084961,0.25394877791404724,-3.4541749954223633,8.888348579406738
30,0.7865041494369507,24.3731632232666,6.378835678100586,0.8019104599952698,0.5928685665130615,3.1958673000335693,0.20009878277778625,185.198974609375,14.4874906539917,0.260330468416214,-3.442516803741455,8.836526870727539
31,0.7926925420761108,23.599445343017578,6.24428129196167,0.807452380657196,0.6067975163459778,3.127964973449707,0.20432038605213165,182.4790802001953,14.34478759765625,0.26433005928993225,-3.376645565032959,8.740476608276367
32,0.7948335409164429,22.974117279052734,6.212255954742432,0.8106304407119751,0.618060827255249,3.113715887069702,0.20831653475761414,181.3785858154297,14.198838233947754,0.2697036862373352,-3.349991798400879,8.659897804260254
33,0.8072254061698914,21.81180191040039,6.087170600891113,0.8233896493911743,0.6390365362167358,3.0496604442596436,0.21184268593788147,180.11683654785156,14.1890287399292,0.2726718783378601,-3.319413185119629,8.629218101501465
34,0.8104912042617798,21.665973663330078,5.9905595779418945,0.8254136443138123,0.6416455507278442,3.0025320053100586,0.21505768597126007,176.70571899414062,13.952085494995117,0.2761784493923187,-3.2368078231811523,8.490110397338867
35,0.8120143413543701,21.04096031188965,5.908585071563721,0.8258243799209595,0.6529385447502136,2.9570634365081787,0.21802721917629242,177.36019897460938,13.905952453613281,0.2816482186317444,-3.2526698112487793,8.47935676574707
36,0.8195634484291077,20.559669494628906,5.773961067199707,0.8328344225883484,0.6616112589836121,2.8923399448394775,0.2203405350446701,176.5273895263672,13.831510543823242,0.28494158387184143,-3.2325029373168945,8.44074535369873
37,0.8163506984710693,21.12714385986328,5.8601975440979,0.8288173079490662,0.6513573527336121,2.9307870864868164,0.22194461524486542,174.36546325683594,13.74173355102539,0.28512972593307495,-3.180161952972412,8.367193222045898
38,0.8304988741874695,19.454051971435547,5.660871982574463,0.8419876098632812,0.6815236210823059,2.8348164558410645,0.2261412888765335,174.19296264648438,13.747629165649414,0.2901831865310669,-3.1760001182556152,8.365982055664062
39,0.8287070989608765,19.755794525146484,5.6666059494018555,0.8421223163604736,0.6760531663894653,2.8416662216186523,0.22857941687107086,172.95465087890625,13.565079689025879,0.2952973246574402,-3.1460323333740234,8.27486801147461
40,0.8324161767959595,19.111162185668945,5.535824775695801,0.8443278670310974,0.6876730918884277,2.7702114582061768,0.22964398562908173,171.9076690673828,13.567660331726074,0.2959482669830322,-3.1207118034362793,8.260968208312988
41,0.8413112163543701,18.31108283996582,5.3679351806640625,0.8531723618507385,0.7020900249481201,2.683410167694092,0.23371657729148865,169.2817840576172,13.402569770812988,0.3005368113517761,-3.0571060180664062,8.148999214172363
42,0.8418006300926208,18.31037139892578,5.3561506271362305,0.8540141582489014,0.7020652890205383,2.6788432598114014,0.23322899639606476,168.59938049316406,13.424810409545898,0.30048686265945435,-3.04066801071167,8.159772872924805
43,0.8452764749526978,17.78693962097168,5.32747220993042,0.858386754989624,0.7114623785018921,2.6680748462677,0.2366759032011032,166.02430725097656,13.273762702941895,0.30310961604118347,-2.978304147720337,8.050910949707031
44,0.8472011089324951,17.629247665405273,5.276688098907471,0.8578994274139404,0.7143063545227051,2.6378870010375977,0.24084533751010895,164.80801391601562,13.177382469177246,0.30829477310180664,-2.948833703994751,7.984618186950684
45,0.8398061394691467,18.562641143798828,5.338029861450195,0.8501715064048767,0.6974306106567383,2.6598289012908936,0.2399563491344452,165.59085083007812,13.27773380279541,0.3082141876220703,-2.967897415161133,8.049070358276367
46,0.8584315776824951,16.740219116210938,5.147592544555664,0.8676490187644958,0.7302728295326233,2.5712697505950928,0.24146118760108948,163.50184631347656,13.210289001464844,0.30930349230766296,-2.917339324951172,7.995506763458252
47,0.8536515831947327,17.067556381225586,5.153877258300781,0.8663413524627686,0.7243443727493286,2.58143949508667,0.2442481368780136,162.8531494140625,13.21768856048584,0.3119698166847229,-2.9016449451446533,7.98853063583374
48,0.8589873909950256,16.4272518157959,5.008922100067139,0.8693093657493591,0.7358551025390625,2.505711793899536,0.24705873429775238,159.63641357421875,13.031054496765137,0.3144879639148712,-2.823744058609009,7.860872268676758
49,0.8573551177978516,16.559246063232422,5.052248954772949,0.8665866851806641,0.7334537506103516,2.5268328189849854,0.2494419366121292,158.366455078125,12.987223625183105,0.318341463804245,-2.7930216789245605,7.832447528839111
50,0.8556516766548157,16.78083610534668,4.980966091156006,0.8661081790924072,0.7294541597366333,2.485891342163086,0.2537517845630646,158.2792205810547,12.973066329956055,0.3223241865634918,-2.790924549102783,7.810144901275635
51,0.86611008644104,15.55161190032959,4.822632312774658,0.8754043579101562,0.751592755317688,2.4096837043762207,0.2547662556171417,156.18399047851562,12.900322914123535,0.3227217197418213,-2.740196943283081,7.752821922302246
52,0.8716545104980469,15.057394981384277,4.741936206817627,0.8811402916908264,0.7604718208312988,2.36458420753479,0.2558247447013855,155.14292907714844,12.883209228515625,0.32438158988952637,-2.715043067932129,7.73431396484375
53,0.8607825636863708,16.255237579345703,4.975133419036865,0.8704790472984314,0.7388288378715515,2.4843873977661133,0.25762417912483215,151.55813598632812,12.72722339630127,0.3242546319961548,-2.6282520294189453,7.6088480949401855
54,0.8686943054199219,15.273455619812012,4.8454389572143555,0.8794453144073486,0.7565229535102844,2.420586109161377,0.2590179443359375,150.86074829101562,12.721336364746094,0.3273302912712097,-2.6113779544830322,7.605062961578369
55,0.8746055364608765,14.78084659576416,4.693777084350586,0.8832029104232788,0.7653829455375671,2.3434970378875732,0.2599148154258728,150.130859375,12.741035461425781,0.3262297511100769,-2.593735456466675,7.594069480895996
56,0.8732572793960571,14.863358497619629,4.70750617980957,0.882951021194458,0.7638781666755676,2.3511126041412354,0.263712614774704,148.3543701171875,12.614198684692383,0.33049455285072327,-2.550719976425171,7.513522624969482
57,0.877230703830719,14.392043113708496,4.590816497802734,0.8866075873374939,0.7723569869995117,2.2913143634796143,0.26344484090805054,146.64248657226562,12.604783058166504,0.33015236258506775,-2.5093066692352295,7.496119976043701
58,0.8700584769248962,15.156574249267578,4.781922340393066,0.8791084885597229,0.7585386037826538,2.385664939880371,0.2678651213645935,145.61000061035156,12.519558906555176,0.3367840349674225,-2.484308958053589,7.449730396270752
59,0.8742583990097046,14.595681190490723,4.6379170417785645,0.8844507336616516,0.768633246421814,2.312464714050293,0.26878464221954346,145.6124267578125,12.550956726074219,0.33846157789230347,-2.484405994415283,7.461746692657471
60,0.8861322402954102,13.635712623596191,4.473048210144043,0.8939201831817627,0.7859126925468445,2.2360589504241943,0.2728646993637085,142.3619384765625,12.405048370361328,0.34026551246643066,-2.4057068824768066,7.3525710105896
61,0.8851945996284485,13.55636978149414,4.486609935760498,0.8940894603729248,0.787299633026123,2.23641300201416,0.2712031602859497,142.8047332763672,12.499939918518066,0.34156307578086853,-2.416527509689331,7.410247325897217
62,0.8812534809112549,13.966577529907227,4.559841632843018,0.8899199962615967,0.7798842191696167,2.2766692638397217,0.2752358615398407,138.0594482421875,12.246838569641113,0.33996090292930603,-2.3015732765197754,7.216294765472412
63,0.8869398236274719,13.274504661560059,4.402055263519287,0.8959686160087585,0.7923450469970703,2.1945912837982178,0.27908188104629517,137.28225708007812,12.205358505249023,0.3455931842327118,-2.282742977142334,7.194532871246338
64,0.8846672177314758,13.782479286193848,4.504732131958008,0.892155110836029,0.7831766605377197,2.2468087673187256,0.2795889675617218,136.59898376464844,12.212284088134766,0.3476521968841553,-2.2662482261657715,7.194468975067139
65,0.8853847980499268,13.469196319580078,4.455424785614014,0.8950115442276001,0.788787841796875,2.2185559272766113,0.27825698256492615,135.33067321777344,12.21044635772705,0.3469085097312927,-2.2355992794036865,7.188326835632324
66,0.8864570260047913,13.404044151306152,4.382084369659424,0.8928647637367249,0.7899451851844788,2.188535451889038,0.28499171137809753,131.5675506591797,11.938248634338379,0.3504372835159302,-2.1444053649902344,7.003371238708496
67,0.8859996199607849,13.401538848876953,4.322090148925781,0.895582914352417,0.7899723649024963,2.1517221927642822,0.2823888957500458,133.8547821044922,12.171201705932617,0.35205286741256714,-2.1998836994171143,7.157788276672363
68,0.8847967386245728,13.504352569580078,4.489696979522705,0.8931885361671448,0.7881143689155579,2.2373149394989014,0.2886962294578552,131.99114990234375,12.02546215057373,0.3581869304180145,-2.1547279357910156,7.055954933166504
69,0.8913435339927673,12.919716835021973,4.344506740570068,0.8996930718421936,0.7986413240432739,2.167290687561035,0.2879568338394165,129.47108459472656,11.95888900756836,0.3558201193809509,-2.093698740005493,6.995182037353516
70,0.8935102820396423,12.826300621032715,4.247908592224121,0.9015331268310547,0.8003150820732117,2.119842290878296,0.2893249988555908,128.8422088623047,11.946796417236328,0.3567960858345032,-2.0784995555877686,6.983859539031982
71,0.8898357152938843,13.069624900817871,4.288724422454834,0.8979130387306213,0.7959109544754028,2.137913703918457,0.29586490988731384,126.53717041015625,11.803800582885742,0.3611430823802948,-2.022645950317383,6.88199520111084
72,0.8922142386436462,12.814727783203125,4.30951452255249,0.9003696441650391,0.8005024194717407,2.1478421688079834,0.29874512553215027,124.896240234375,11.714990615844727,0.36545729637145996,-1.9829087257385254,6.8251214027404785
73,0.8987422585487366,12.011959075927734,4.1391496658325195,0.9067164063453674,0.8149829506874084,2.0623795986175537,0.3004460036754608,124.95924377441406,11.750152587890625,0.3687683641910553,-1.9844450950622559,6.846635341644287
74,0.8980570435523987,12.203646659851074,4.111239910125732,0.906044602394104,0.8115119934082031,2.0492849349975586,0.3018370568752289,122.89812469482422,11.654142379760742,0.3696664869785309,-1.9345371723175049,6.774594306945801
75,0.8978488445281982,12.202162742614746,4.0794291496276855,0.9072771072387695,0.8115342855453491,2.0347611904144287,0.30341222882270813,121.50603485107422,11.588468551635742,0.36851292848587036,-1.9008116722106934,6.727963924407959
76,0.9032933712005615,11.698064804077148,3.9841010570526123,0.9111009240150452,0.8206002712249756,1.9854075908660889,0.3064795732498169,120.08618927001953,11.521974563598633,0.3706161081790924,-1.8664631843566895,6.673131465911865
77,0.9002121090888977,12.068002700805664,4.144532680511475,0.9066444039344788,0.8138976097106934,2.063093900680542,0.3073732852935791,119.54833984375,11.542472839355469,0.3728109300136566,-1.8535194396972656,6.679607391357422
78,0.8931522965431213,12.845703125,4.175918102264404,0.9018285870552063,0.7998067140579224,2.0803110599517822,0.3148167133331299,116.11113739013672,11.31635570526123,0.3804289996623993,-1.770287036895752,6.5435943603515625
79,0.9001996517181396,11.899206161499023,4.102602005004883,0.9078306555747986,0.8168908357620239,2.0413436889648438,0.30889999866485596,117.04988861083984,11.548677444458008,0.3692197799682617,-1.793008804321289,6.6404314041137695
80,0.9019505977630615,11.860350608825684,4.020564079284668,0.909946620464325,0.8175817728042603,2.0057759284973145,0.3153550624847412,116.08891296386719,11.441332817077637,0.37975013256073,-1.7697646617889404,6.591329574584961
81,0.8949493169784546,12.479178428649902,4.046991348266602,0.9020658731460571,0.806399941444397,2.011577844619751,0.3168042302131653,113.4916000366211,11.457995414733887,0.38713783025741577,-1.7068967819213867,6.59083366394043
82,0.8970413208007812,12.149234771728516,3.9598724842071533,0.9047970175743103,0.8123082518577576,1.9662083387374878,0.3191893994808197,112.44405364990234,11.344954490661621,0.38780516386032104,-1.6815519332885742,6.5170578956604
83,0.9064931273460388,11.322004318237305,3.9725301265716553,0.9123277068138123,0.8272081613540649,1.978429913520813,0.321023166179657,112.63105773925781,11.25162410736084,0.38745370507240295,-1.6861233711242676,6.472498893737793
84,0.9032247066497803,11.558307647705078,3.9795408248901367,0.9115659594535828,0.8229334950447083,1.983727216720581,0.3207179605960846,110.16390228271484,11.147439002990723,0.38512784242630005,-1.626344919204712,6.39268684387207
85,0.905940055847168,11.305170059204102,4.003951549530029,0.9132450222969055,0.8275084495544434,1.996667504310608,0.32461628317832947,109.38622283935547,11.111918449401855,0.3903985321521759,-1.6075050830841064,6.371536731719971
86,0.9083150625228882,11.147928237915039,3.872483015060425,0.9165143370628357,0.8303470015525818,1.9309756755828857,0.3306286334991455,106.76693725585938,10.9092378616333,0.39287254214286804,-1.5440175533294678,6.23821496963501
87,0.913474440574646,10.561333656311035,3.7624595165252686,0.9215257167816162,0.8409262299537659,1.8763370513916016,0.33005768060684204,106.03536987304688,10.904928207397461,0.39302587509155273,-1.5263166427612305,6.234130382537842
88,0.9096631407737732,10.863272666931152,3.809638023376465,0.9158788919448853,0.8354822397232056,1.8973835706710815,0.33093348145484924,106.39781188964844,10.94808578491211,0.395598828792572,-1.5350944995880127,6.257770538330078
89,0.912986159324646,10.665124893188477,3.8505849838256836,0.9193605184555054,0.839073896408081,1.9162895679473877,0.3347379267215729,105.19050598144531,10.911712646484375,0.39774730801582336,-1.5058374404907227,6.228034973144531
90,0.9057703018188477,11.43532943725586,3.936966896057129,0.9124038219451904,0.825190007686615,1.957586646080017,0.3389836251735687,102.51045227050781,10.68990421295166,0.4002811014652252,-1.4408905506134033,6.085585117340088
91,0.9056358337402344,11.331384658813477,3.8730955123901367,0.9139856100082397,0.8270794749259949,1.9271645545959473,0.3415803611278534,104.67650604248047,10.894571304321289,0.4108305871486664,-1.4933886528015137,6.228217601776123
92,0.9099435210227966,10.772430419921875,3.758323907852173,0.9186102151870728,0.8371508121490479,1.8698623180389404,0.3406616747379303,103.35063171386719,10.801284790039062,0.4047039747238159,-1.461233377456665,6.147695064544678
93,0.908195436000824,11.201323509216309,3.7992899417877197,0.9166809320449829,0.8293948173522949,1.891360878944397,0.34442663192749023,101.85429382324219,10.732683181762695,0.40841788053512573,-1.4250118732452393,6.105717658996582
94,0.9160501956939697,10.406665802001953,3.714245557785034,0.9221253991127014,0.8437187671661377,1.8457728624343872,0.34313419461250305,99.34683990478516,10.691279411315918,0.4019010066986084,-1.364335298538208,6.052762508392334
95,0.9135846495628357,10.555739402770996,3.8413751125335693,0.9211817383766174,0.8410224914550781,1.9125316143035889,0.34651198983192444,99.14510345458984,10.672690391540527,0.40745073556900024,-1.3594310283660889,6.0496745109558105
96,0.9164794683456421,10.234618186950684,3.6938400268554688,0.9229592680931091,0.8468072414398193,1.8363583087921143,0.3533579707145691,97.93955993652344,10.559176445007324,0.41729894280433655,-1.3302361965179443,5.986571788787842
97,0.9173751473426819,10.107555389404297,3.5859811305999756,0.9243473410606384,0.8491135835647583,1.7858054637908936,0.3545478880405426,95.30408477783203,10.37186050415039,0.41412919759750366,-1.2663319110870361,5.8600053787231445
98,0.9150554537773132,10.458698272705078,3.6849634647369385,0.9211180210113525,0.8427925705909729,1.8281747102737427,0.35486194491386414,95.85936737060547,10.402850151062012,0.4163794219493866,-1.2798237800598145,5.8809332847595215
99,0.9168584942817688,10.231375694274902,3.608071804046631,0.9230093359947205,0.8468825817108154,1.7951534986495972,0.3586574196815491,94.8167495727539,10.306957244873047,0.41836652159690857,-1.2545650005340576,5.819705963134766
100,0.918972909450531,10.182854652404785,3.6215250492095947,0.9244012236595154,0.8477329015731812,1.7991230487823486,0.355988472700119,95.34312438964844,10.461424827575684,0.42201319336891174,-1.2674047946929932,5.917050361633301
101,0.9176563024520874,10.103581428527832,3.7193682193756104,0.9238207340240479,0.8491421341896057,1.8533775806427002,0.35960257053375244,93.60567474365234,10.347171783447266,0.422908753156662,-1.2252740859985352,5.839691162109375
102,0.9121879935264587,10.678153038024902,3.7513136863708496,0.9184617400169373,0.838820219039917,1.8646296262741089,0.36794498562812805,91.57678985595703,10.131457328796387,0.425468385219574,-1.1760163307189941,5.69644021987915
103,0.9187381863594055,10.18945598602295,3.583137273788452,0.9278420805931091,0.8476125001907349,1.7811814546585083,0.36364877223968506,93.0281753540039,10.357253074645996,0.42402341961860657,-1.2113120555877686,5.824248313903809
104,0.9216518402099609,9.780228614807129,3.4625580310821533,0.927266538143158,0.854973554611206,1.7238540649414062,0.36398327350616455,91.95052337646484,10.269292831420898,0.42467060685157776,-1.1852035522460938,5.776481628417969
105,0.9177915453910828,10.175846099853516,3.633396863937378,0.9239317178726196,0.8478062152862549,1.8065298795700073,0.36867791414260864,91.0380630493164,10.196446418762207,0.432247519493103,-1.1631393432617188,5.742923736572266
106,0.9181320667266846,10.20639419555664,3.6120834350585938,0.9247219562530518,0.8472528457641602,1.795160174369812,0.363618403673172,93.0423812866211,10.427769660949707,0.4309383034706116,-1.2117538452148438,5.8782057762146
107,0.9223999381065369,9.576122283935547,3.564772844314575,0.9284704327583313,0.8586112260818481,1.7768645286560059,0.36849692463874817,90.88262939453125,10.21751594543457,0.4325425624847412,-1.1593859195709229,5.745246410369873
108,0.9197883605957031,10.071059226989746,3.544337511062622,0.9265735149383545,0.849681556224823,1.76491117477417,0.3722567856311798,89.24071502685547,10.09950065612793,0.4325551986694336,-1.1196269989013672,5.666425704956055
109,0.9225324988365173,9.601316452026367,3.5679008960723877,0.9287315011024475,0.8581291437149048,1.7729166746139526,0.3707559406757355,89.30355834960938,10.265045166015625,0.43940702080726624,-1.1212153434753418,5.766079902648926
110,0.9277470111846924,9.19733715057373,3.3746416568756104,0.9339691400527954,0.8654339909553528,1.6788043975830078,0.37957751750946045,85.81233215332031,9.931209564208984,0.4356403350830078,-1.036574125289917,5.5450873374938965
111,0.920480489730835,9.79443073272705,3.505322217941284,0.927368700504303,0.8546689748764038,1.7417064905166626,0.380533367395401,86.189208984375,9.940733909606934,0.4360826313495636,-1.0456578731536865,5.549009323120117
112,0.9166745543479919,10.301568031311035,3.5895614624023438,0.9224493503570557,0.8454975485801697,1.783983588218689,0.38274192810058594,84.7810287475586,9.865443229675293,0.44386038184165955,-1.0116312503814697,5.513988018035889
113,0.9228684902191162,9.590770721435547,3.512718915939331,0.930067777633667,0.8583144545555115,1.746849775314331,0.3848499655723572,85.66826629638672,9.993782043457031,0.441352903842926,-1.0331008434295654,5.568424224853516
114,0.9261825680732727,9.315189361572266,3.4599220752716064,0.9315410256385803,0.8632887601852417,1.7223113775253296,0.38355034589767456,84.79232788085938,9.895301818847656,0.44309625029563904,-1.0119264125823975,5.5250139236450195
115,0.9236352443695068,9.64462947845459,3.394265651702881,0.9294822216033936,0.8573208451271057,1.6852704286575317,0.381386399269104,85.99359893798828,10.02822208404541,0.44543200731277466,-1.0410828590393066,5.607190132141113
116,0.9230234026908875,9.620610237121582,3.389660120010376,0.9288914203643799,0.8577234745025635,1.6821430921554565,0.3879736065864563,84.74552917480469,9.956379890441895,0.45519429445266724,-1.0108942985534668,5.5692057609558105
117,0.9305402636528015,8.90853214263916,3.291058301925659,0.9352603554725647,0.8705496191978455,1.636252522468567,0.3874758780002594,82.10397338867188,9.74185848236084,0.4477427303791046,-0.9469320774078369,5.428021430969238
118,0.9166545867919922,10.331310272216797,3.5599586963653564,0.9222679138183594,0.844823956489563,1.7698478698730469,0.3873966932296753,81.0687484741211,9.711174011230469,0.44301745295524597,-0.9218777418136597,5.395785331726074
119,0.924556314945221,9.489703178405762,3.4134573936462402,0.9302780628204346,0.8599954843521118,1.6999508142471313,0.39365798234939575,80.43930053710938,9.600638389587402,0.4521839916706085,-0.9066133499145508,5.343878746032715
120,0.930442750453949,8.906220436096191,3.245631456375122,0.9364211559295654,0.8705157041549683,1.612534999847412,0.38997629284858704,80.93638610839844,9.697981834411621,0.45001375675201416,-0.9187349081039429,5.392704486846924
