,ENTITY_F1,OBSERVATION_F1
0,26.080463,9.525079
1,31.406324,11.097387
2,36.169582,10.111817
3,18.654976,9.058111
4,20.680573,9.583321
5,30.531677,10.7243395
6,30.721615,9.930855
7,36.11181,10.781651
8,33.67975,10.451363
9,35.212982,10.042729
