,"('PC1',)","('PC2',)","('PC3',)","('U238_ppm',)","('Th232_ppm',)",oscillatory_zonation,sector_zonation,homogenous_zonation,SiO2_pct,Dataset,GSWA_sample_id,bin
0,-2.6167800348133987,-0.987483615459115,-0.03177383544172583,213.0784129,195.72359845,1.0,1.0,1.0,49.199,train,143445.0,50.0
1,-1.4264655081280113,-1.1994022787776955,0.28185475568520607,333.0245892,362.94965061,1.0,1.0,1.0,49.199,train,143445.0,50.0
2,-3.2250116771447574,-0.5668641731455738,-0.5915769997905092,452.23770085,495.84022105,1.0,1.0,1.0,49.199,train,143445.0,50.0
3,-2.625633743164927,-1.3656613433545548,-0.23506015352268378,238.1988416,232.48708045,1.0,1.0,1.0,49.199,train,143445.0,50.0
4,-2.606972692390698,-1.3215708859973103,-0.2930105158891832,467.44303419999994,605.7320885500001,1.0,1.0,1.0,49.199,train,143445.0,50.0
5,-1.3734802532239518,-1.0167045671498156,0.05649802079961315,549.9935851,549.3276742,1.0,1.0,1.0,49.199,train,143445.0,50.0
6,-2.902659276668579,-1.8289862910418118,-0.13172147168702492,395.17918055,477.97317105,1.0,1.0,1.0,49.199,train,143445.0,50.0
7,-2.1679149734339025,-1.1934484155248388,0.053931288005785574,556.7141315,691.49105125,1.0,1.0,1.0,49.199,train,143445.0,50.0
8,-2.0610314072908857,-0.4633980019532723,0.08766576765482437,424.6091055,467.23930335,1.0,1.0,1.0,49.199,train,143445.0,50.0
9,-2.874597258945207,0.2810317219904048,-0.4247346422575194,545.23038235,730.7707211500001,1.0,1.0,1.0,49.199,train,143445.0,50.0
10,-2.896617883362994,-1.4835086776005952,-0.2517418000504042,474.77247220000004,555.2080868,1.0,1.0,1.0,49.199,train,143445.0,50.0
11,-2.1570582279628336,-1.8555668572031057,-0.40781020428731923,372.910583,495.74349591000004,1.0,1.0,1.0,49.199,train,143445.0,50.0
12,-2.1440045391103846,0.9371963004158168,0.2649303177150056,505.34438854999996,597.9768758499999,1.0,1.0,1.0,49.199,train,143445.0,50.0
13,-2.957387110590249,-2.1694667811332895,-0.4598528734221728,374.4503527,370.80158845,1.0,1.0,1.0,49.199,train,143445.0,50.0
14,-2.1668655703855344,-1.5214795866649102,-0.14657352383986177,118.54596169999999,85.73500581,1.0,1.0,1.0,49.199,train,143445.0,50.0
15,-2.3773890093501486,-0.35518346680733837,-0.09937840941356123,386.4778152,519.5007027,1.0,1.0,1.0,49.199,train,143445.0,50.0
16,-1.2267766158236877,-0.19712733613129604,0.1444553485167588,509.51788745,506.0051377,1.0,1.0,1.0,49.199,train,143445.0,50.0
17,-1.8880771248843071,-0.6974233533833579,0.2738992526144635,295.02007219999996,332.0065629,1.0,1.0,1.0,49.199,train,143445.0,50.0
18,-3.0104463970312834,-1.9919648733481505,0.15237719052400273,297.16263200000003,257.73153279999997,1.0,1.0,1.0,49.199,train,143445.0,50.0
19,-2.5870676922208555,-0.13191744937114602,-0.39025439433887643,516.46999605,634.3286009999999,1.0,1.0,1.0,49.199,train,143445.0,50.0
20,-1.327485393685395,1.7239683083071382,1.0160300580614594,250.5,205.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
21,-2.8383622764659617,-0.5374030249118702,-0.19663575492634633,973.0,2203.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
22,-1.6865077285267656,3.7189545451569943,1.7130966224502464,763.0,1565.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
23,-1.9834556717589833,1.0178333351435633,0.024934043372088942,1106.5,1798.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
24,-1.9122759316393416,1.2733658768757994,0.9840960129997426,381.5,359.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
25,-2.4503435980859827,1.4760976463132327,0.7825982682328044,1388.0,2858.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
26,-2.3373422331297453,-0.6199294339797692,1.4624479023821029,494.5,614.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
27,-2.0913212632446117,-0.5188885905366232,0.08553170384401756,875.5,1499.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
28,-1.8513554139119213,3.309066686965588,0.7243761639708537,639.5,691.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
29,-2.393512104016065,1.4284789888071834,1.2027438409834361,1033.5,1924.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
30,-2.9462278679515905,-2.074124950592057,-0.13603809445441786,742.0,1903.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
31,-3.1881598141792202,-0.09184632643936526,0.5610126823041411,973.5,2285.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
32,-2.5013776955016933,-0.10824293687300308,1.2633415014553697,802.5,1624.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
33,-2.095410286902115,-2.6022080581324616,0.7653971256235433,263.0,232.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
34,-2.89519377053588,-0.4897843674058208,-0.6167813276769781,1327.5,3137.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
35,-3.3052502027929616,-0.07913871374219995,0.5610284699343742,1254.5,3263.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
36,-1.9891878534872256,1.5096030432898928,0.6469736085247848,1040.5,1805.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
37,-2.31824334023892,3.767330998135257,1.482040388831569,921.0,1751.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
38,-2.384287306887953,-0.1209505495701684,1.2633257138251366,521.5,646.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
39,-2.5146914023801292,3.2619680920632192,0.537911813086871,526.5,543.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
40,-3.318470953171621,-2.267689630434215,-0.950621668352048,105.9865812,7.4238056265,1.0,0.0,0.0,49.297,train,178187.0,50.0
41,-2.879216261086245,-2.235378951888915,0.3689395998340689,110.854392305,112.548918615,1.0,0.0,0.0,49.965,train,185922.0,50.0
42,-2.491774847183522,-0.24676964601683044,3.7953574518510482,133.50551425,370.95373725,1.0,0.0,0.0,49.965,train,185922.0,50.0
43,-3.2120276010113358,0.40501090947801743,4.172720503304216,103.997231555,328.64258346500003,1.0,0.0,0.0,49.965,train,185922.0,50.0
44,-2.8989632870447917,-2.1790645029704043,1.6293937394894955,130.79335985,186.90985665,1.0,0.0,0.0,49.965,train,185922.0,50.0
45,-1.8340564220445272,-0.9896822576709345,0.17074361271628535,108.64559450499999,128.904386015,1.0,0.0,0.0,49.965,train,185922.0,50.0
46,-2.502779575438395,2.1113079100230596,2.6934434865731833,113.2198157,362.25428575,1.0,0.0,0.0,49.965,train,185922.0,50.0
47,-2.4830325494798484,2.0549934611045493,1.4329893469177621,93.280848155,287.893347715,1.0,0.0,0.0,49.965,train,185922.0,50.0
48,-1.1138036682167132,-1.6414628131657827,-0.20661943873688216,138.1538772,171.2155398,1.0,0.0,0.0,49.965,train,185922.0,50.0
49,-1.853803448003074,-0.9333678087524233,1.4311977523717114,128.58456205,203.26532405,1.0,0.0,0.0,49.965,train,185922.0,50.0
50,-1.3896935131475028,0.4873446901233231,0.23569893967696545,97.57295171,158.7124996,1.0,0.0,0.0,49.965,train,185922.0,50.0
51,-1.4466150081418037,0.9989270482011502,3.5971614647332633,131.29671645,387.30920464999997,1.0,0.0,0.0,49.965,train,185922.0,50.0
52,-3.6192160408726055,-1.5272839474755566,2.0067567909426627,101.285077155,144.598702865,1.0,0.0,0.0,49.965,train,185922.0,50.0
53,-2.038669640582824,3.532020408898806,1.4979446738784377,82.20820536,317.7014613,1.0,0.0,0.0,49.965,train,185922.0,50.0
54,-1.8875518827797488,0.9105495481842929,0.20994765835420742,170.4518183,401.97413715000005,1.0,0.0,0.0,49.965,train,185922.0,50.0
55,-3.2317746269698833,0.4613253583965272,5.433174642959637,123.9361991,403.00352150000003,1.0,0.0,0.0,49.965,train,185922.0,50.0
56,-3.672711501607828,0.3729478583796697,2.04596083658058,163.09130095,417.668454,1.0,0.0,0.0,49.965,train,185922.0,50.0
57,-1.7627797956520346,1.4032129056097014,1.0556262954645954,122.78913084999999,330.2045015,1.0,0.0,0.0,49.965,train,185922.0,50.0
58,-2.53652801021507,3.955225266959775,1.4721933925556794,155.08707195,560.96309885,1.0,0.0,0.0,49.965,train,185922.0,50.0
59,-0.7176199566103166,2.648909599827682,0.8574303083468111,120.58033305000001,346.5599689,1.0,0.0,0.0,49.965,train,185922.0,50.0
60,-2.7676646921143115,1.8820378572722758,4.237675830264896,92.92458876,358.45069705000003,1.0,0.0,0.0,49.965,train,185922.0,50.0
61,-3.636742112675462,-1.7951611918328285,1.4940955648131322,2461.9325355,0.004413216,0.0,0.0,1.0,49.179,train,189223.0,50.0
62,-3.503943968372905,-1.537619084008716,0.4336858173387214,2869.1402955000003,0.0058414855,0.0,0.0,1.0,49.179,train,189223.0,50.0
63,-3.135267656982173,0.5903303849441905,2.0444692053701443,2332.746441,0.004969988999999999,0.0,0.0,1.0,49.179,train,189223.0,50.0
64,-3.621154607775518,-1.7240236385822794,1.7155505131894677,1283.28625065,0.0032180274999999998,0.0,0.0,1.0,49.179,train,189223.0,50.0
65,-3.2637262160708596,-0.44425341220641495,0.8149124132326151,1746.9191147000001,1009.0257100435,0.0,0.0,1.0,49.179,train,189223.0,50.0
66,-4.037026308438561,-1.886614346744556,-0.2090657722827414,2839.3415485,2991.1817439419997,0.0,0.0,1.0,49.179,train,189223.0,50.0
67,-3.1811240893920374,1.0567311312846293,0.8506304191368153,2930.8315844999997,0.004342657,0.0,0.0,1.0,49.179,train,189223.0,50.0
68,-3.1655365844920937,1.1278686845351806,1.0720853675131612,1752.18529965,0.0031474685,0.0,0.0,1.0,49.179,train,189223.0,50.0
