,"('PC1',)","('PC2',)","('PC3',)","('U238_ppm',)","('Th232_ppm',)",oscillatory_zonation,sector_zonation,homogenous_zonation,SiO2_pct,Dataset,GSWA_sample_id,bin
0,-2.8083998603547076,-0.02921489560112728,-0.41712703806561885,545.23038235,730.7707211500001,1.0,1.0,1.0,49.199,train,143445.0,50.0
1,-2.763847249501574,-2.0013028031200237,-0.5349845905823055,555.179193,644.05469095,1.0,1.0,1.0,49.199,train,143445.0,50.0
2,-1.9375186701641958,0.9574801710867233,0.44053935733408656,453.57611215,476.3465463,1.0,1.0,1.0,49.199,train,143445.0,50.0
3,-2.53380857851184,-1.490894333133785,-0.3042943395664192,293.4851337,284.5702026,1.0,1.0,1.0,49.199,train,143445.0,50.0
4,-0.8382556610585964,-1.2556895287685175,0.2471521065519227,402.5335967,416.36544879999997,1.0,1.0,1.0,49.199,train,143445.0,50.0
5,-2.49804320636432,-1.8143389883313383,-0.5727393910068872,547.849755,694.5786927,1.0,1.0,1.0,49.199,train,143445.0,50.0
6,-2.8726024172806697,-2.273264628703241,-0.8209810550036565,371.5024178,365.10264855,1.0,1.0,1.0,49.199,train,143445.0,50.0
7,-1.2198095733998464,-0.8624826813368418,-0.045712393853435285,273.03692405,236.7131577,1.0,1.0,1.0,49.199,train,143445.0,50.0
8,-2.1682258271721033,-0.23280172911715818,-0.01678780845695264,614.94805195,651.4245363,1.0,1.0,1.0,49.199,train,143445.0,50.0
9,-1.1926217106112496,-3.082264369781446,-0.5320343924398224,174.487737,115.39359721,1.0,1.0,1.0,49.199,train,143445.0,50.0
10,-2.883110054459166,-1.0234799714875618,0.14713211749851646,555.0028415500001,701.47027055,1.0,1.0,1.0,49.199,train,143445.0,50.0
11,-1.3444960268962343,-1.0080972317395906,-0.3274398968899997,390.2532976,516.45651336,1.0,1.0,1.0,49.199,train,143445.0,50.0
12,-1.7797909488745378,-0.5634603374003249,-0.07338238197810161,387.0867068,326.8133239,1.0,1.0,1.0,49.199,train,143445.0,50.0
13,-2.849595095476335,-1.4733925730954287,0.28680736316784844,452.7710436,494.22115329999997,1.0,1.0,1.0,49.199,train,143445.0,50.0
14,-1.2445047361328923,1.3297246567995027,0.8654918260702019,668.05473965,753.5611911,1.0,1.0,1.0,49.199,train,143445.0,50.0
15,-2.6195564244866003,-0.962984103109189,0.5174976141837352,191.0769843,134.73666495,1.0,1.0,1.0,49.199,train,143445.0,50.0
16,-2.1185847876433677,-1.3458306329697807,-0.5900690974153389,465.1039909,407.34576985,1.0,1.0,1.0,49.199,train,143445.0,50.0
17,-1.4142081975348022,0.694632266616302,0.21412414913136538,708.54962505,693.6676576,1.0,1.0,1.0,49.199,train,143445.0,50.0
18,-0.9033545704171768,-0.2001110111575562,-0.41017718181254986,214.07313365,211.46870535000002,1.0,1.0,1.0,49.199,train,143445.0,50.0
19,-2.5331400924936656,-0.8110209029161431,-0.07765742479126672,393.8072532,468.97670095,1.0,1.0,1.0,49.199,train,143445.0,50.0
20,-1.6100874874726279,0.07163205278287635,0.5779852949607355,346.59182139999996,386.7068574,1.0,1.0,1.0,49.199,train,143445.0,50.0
21,-2.5541325450730525,-0.915157310319881,0.28851316973646196,408.0,416.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
22,-2.1955368064127807,-0.9161371905176854,1.4038803681476655,494.5,614.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
23,-2.451725496827729,-2.3579650020559924,2.1318204901956745,193.5,156.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
24,-3.0688223506871455,1.005102544802676,1.0335458260354338,920.5,1776.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
25,-2.002887816932977,0.7668233317410138,0.042429859073391016,1106.5,1798.5,1.0,0.0,1.0,49.157,train,178155.0,50.0
26,-2.065561210453785,3.0246688067315586,0.7600205385935833,639.5,691.0,1.0,0.0,1.0,49.157,train,178155.0,50.0
