,GSWA_sample_id,area,equivalent_diameter,perimeter,minor_axis_length,major_axis_length,solidity,convex_area,form_factor,roundness,compactness,aspect_ratio,minimum_Feret,maximum_Feret,U238_ppm,Th232_ppm,SiO2_pct,oscillatory_zonation,sector_zonation,homogenous_zonation,bin,Dataset
0,143445.0,10457.07,115.28999999999999,410.17,100.5,135.215,0.97,10748.654999999999,0.78,0.7350000000000001,0.855,1.345,113.245,146.63,281.45284,308.24935611,49.199,1.0,1.0,1.0,50.0,train
1,143445.0,6290.77,88.99000000000001,334.445,64.84,124.24,0.97,6474.62,0.7050000000000001,0.525,0.7250000000000001,1.9049999999999998,67.16,130.225,516.46999605,634.3286009999999,49.199,1.0,1.0,1.0,50.0,train
2,143445.0,15079.61,133.355,503.99,98.935,186.725,0.97,15517.939999999999,0.69,0.515,0.72,1.875,102.065,191.505,214.07313365,211.46870535000002,49.199,1.0,1.0,1.0,50.0,train
3,143445.0,8393.33,103.265,383.225,78.32,139.305,0.97,8641.744999999999,0.7150000000000001,0.555,0.74,1.825,88.94999999999999,148.0,369.0734759,429.27800415,49.199,1.0,1.0,1.0,50.0,train
4,143445.0,8606.48,104.50999999999999,380.33500000000004,83.605,134.48,0.975,8779.75,0.745,0.63,0.785,1.7,87.81,139.34,241.20870455,251.08690586,49.199,1.0,1.0,1.0,50.0,train
5,143445.0,7026.23,93.45,328.115,78.39,112.63999999999999,0.975,7225.09,0.8049999999999999,0.69,0.8300000000000001,1.43,91.04499999999999,120.24000000000001,407.78267285000004,439.0040941,49.199,1.0,1.0,1.0,50.0,train
6,143445.0,9168.83,104.99000000000001,401.79999999999995,73.6,152.45499999999998,0.965,9513.515,0.69,0.51,0.71,2.015,78.765,159.45,665.5145891,899.6982085,49.199,1.0,1.0,1.0,50.0,train
7,143445.0,5270.889999999999,81.86500000000001,279.985,71.0,94.93,0.98,5368.745,0.845,0.74,0.86,1.3399999999999999,75.0,98.795,399.5707814,407.56507045,49.199,1.0,1.0,1.0,50.0,train
8,143445.0,18170.614999999998,150.75,579.28,105.19999999999999,222.14499999999998,0.97,18724.065,0.665,0.45999999999999996,0.675,2.16,114.28999999999999,229.405,485.78046955,642.1902129,49.199,1.0,1.0,1.0,50.0,train
9,143445.0,7692.265,95.995,353.05,81.97999999999999,117.77,0.955,8012.8,0.725,0.665,0.815,1.43,92.39,128.54000000000002,353.98386259999995,357.25101525,49.199,1.0,1.0,1.0,50.0,train
10,143445.0,12575.05,126.17000000000002,476.665,97.25999999999999,174.79000000000002,0.96,13045.96,0.6950000000000001,0.575,0.74,2.025,98.985,177.525,509.51788745,506.0051377,49.199,1.0,1.0,1.0,50.0,train
11,143445.0,4030.075,71.14500000000001,268.455,52.05,100.53,0.97,4157.195,0.69,0.505,0.71,2.0,55.965,105.21,552.55982035,680.2467194000001,49.199,1.0,1.0,1.0,50.0,train
12,143445.0,9437.970000000001,108.835,409.46000000000004,84.115,146.51999999999998,0.965,9758.994999999999,0.6950000000000001,0.55,0.745,1.75,84.995,154.61,387.0867068,326.8133239,49.199,1.0,1.0,1.0,50.0,train
13,143445.0,7411.33,96.445,338.0,81.97,114.86,0.975,7607.035,0.81,0.71,0.8400000000000001,1.3900000000000001,94.83500000000001,123.42500000000001,352.49638075,386.92097194999997,49.199,1.0,1.0,1.0,50.0,train
14,143445.0,8321.695,100.72,371.52,79.17999999999999,131.925,0.97,8580.735,0.73,0.585,0.77,1.66,85.755,142.38,648.7807660999999,686.29781225,49.199,1.0,1.0,1.0,50.0,train
