,GSWA_sample_id,area,equivalent_diameter,perimeter,minor_axis_length,major_axis_length,solidity,convex_area,form_factor,roundness,compactness,aspect_ratio,minimum_Feret,maximum_Feret,U238_ppm,Th232_ppm,SiO2_pct,oscillatory_zonation,sector_zonation,homogenous_zonation,bin,Dataset
0,143445.0,10328.435000000001,113.39,433.43499999999995,78.96000000000001,165.07999999999998,0.965,10700.67,0.685,0.495,0.6950000000000001,2.0700000000000003,85.24000000000001,170.09500000000003,658.1851511,950.22221025,49.199,1.0,1.0,1.0,50.0,train
1,143445.0,7941.76,97.55,355.02500000000003,77.06,126.96000000000001,0.975,8156.895,0.76,0.6,0.775,1.635,83.97999999999999,135.9,465.1039909,407.34576985,49.199,1.0,1.0,1.0,50.0,train
2,143445.0,4976.755,79.375,284.39,66.55,97.345,0.96,5167.585,0.765,0.675,0.8200000000000001,1.505,66.425,98.97,294.6807096,350.9822523,49.199,1.0,1.0,1.0,50.0,train
3,143445.0,6461.49,90.56,330.975,74.83,113.97999999999999,0.965,6681.299999999999,0.7450000000000001,0.66,0.81,1.53,69.85,116.325,133.48512125000002,118.4886827,49.199,1.0,1.0,1.0,50.0,train
4,143445.0,4581.615,76.31,272.075,60.28,97.475,0.975,4705.29,0.78,0.615,0.785,1.615,65.525,102.84,471.82453730000003,549.5091469,49.199,1.0,1.0,1.0,50.0,train
5,143445.0,12496.75,125.80000000000001,501.23,83.66,195.16500000000002,0.94,13239.580000000002,0.62,0.42,0.645,2.4050000000000002,84.85,194.73000000000002,668.05473965,753.5611911,49.199,1.0,1.0,1.0,50.0,train
6,143445.0,10803.869999999999,115.67,438.85,85.315,160.37,0.955,11340.615,0.6950000000000001,0.53,0.725,1.865,87.795,161.885,600.9564427,796.7153475,49.199,1.0,1.0,1.0,50.0,train
7,143445.0,16279.044999999998,140.76,511.94,112.765,182.37,0.98,16644.809999999998,0.7649999999999999,0.655,0.8049999999999999,1.58,123.475,188.39,200.50590144999998,187.71149856000002,49.199,1.0,1.0,1.0,50.0,train
8,143445.0,16160.330000000002,141.79000000000002,533.565,105.10499999999999,198.435,0.965,16653.17,0.7,0.545,0.7350000000000001,1.8699999999999999,110.475,204.39,301.4299987,346.70250965,49.199,1.0,1.0,1.0,50.0,train
9,143445.0,10882.17,116.04,414.28499999999997,98.91499999999999,139.995,0.975,11146.994999999999,0.77,0.685,0.8200000000000001,1.4849999999999999,101.93,144.68,442.41959049999997,549.1592941,49.199,1.0,1.0,1.0,50.0,train
10,143445.0,7776.155000000001,97.70500000000001,373.35,68.61500000000001,144.995,0.96,8144.085000000001,0.715,0.5349999999999999,0.72,2.105,72.785,145.955,614.94805195,651.4245363,49.199,1.0,1.0,1.0,50.0,train
11,143445.0,7407.045,97.10499999999999,372.385,69.775,138.83499999999998,0.965,7652.879999999999,0.67,0.49,0.7,1.995,66.4,142.45499999999998,254.77593675,274.84411265,49.199,1.0,1.0,1.0,50.0,train
12,143445.0,6882.56,89.67500000000001,362.47,55.755,147.95,0.955,7243.3150000000005,0.61,0.38,0.615,2.5949999999999998,59.495000000000005,148.7,612.3286793,687.61656475,49.199,1.0,1.0,1.0,50.0,train
13,143445.0,14096.795000000002,129.615,495.79499999999996,90.705,190.495,0.965,14517.035,0.675,0.48,0.6950000000000001,2.05,84.42,188.425,138.52312039999998,124.18815935,49.199,1.0,1.0,1.0,50.0,train
14,143445.0,15292.555,134.75,511.92499999999995,96.44,193.93,0.975,15685.17,0.6799999999999999,0.475,0.69,2.05,102.685,200.18,336.7358765,376.8206054,49.199,1.0,1.0,1.0,50.0,train
15,143445.0,10838.84,115.755,420.59000000000003,98.49,141.965,0.97,11138.099999999999,0.74,0.665,0.81,1.52,94.695,146.265,188.05496920000002,139.150804,49.199,1.0,1.0,1.0,50.0,train
16,143445.0,6828.165,91.225,323.23,81.41,105.475,0.965,7003.535,0.7749999999999999,0.74,0.86,1.315,87.745,109.46000000000001,177.5097521,110.97945816,49.199,1.0,1.0,1.0,50.0,train
17,143445.0,14309.740000000002,131.01,503.73,88.21000000000001,197.7,0.97,14684.265,0.665,0.44,0.665,2.2249999999999996,85.03999999999999,197.1,261.18586325,289.5400594,49.199,1.0,1.0,1.0,50.0,train
18,143445.0,17187.800000000003,147.01,571.085,96.97,225.91500000000002,0.965,17723.16,0.65,0.425,0.65,2.335,96.64500000000001,226.325,410.2304563,554.9096669,49.199,1.0,1.0,1.0,50.0,train
19,143445.0,10424.255000000001,114.995,420.3,92.66,146.99,0.97,10747.86,0.74,0.615,0.785,1.58,107.54499999999999,160.155,501.38424595,481.24721539999996,49.199,1.0,1.0,1.0,50.0,train
20,143445.0,5724.860000000001,85.38,297.36,74.49000000000001,99.44999999999999,0.97,5872.9349999999995,0.81,0.74,0.86,1.335,73.485,101.015,214.45034025,204.72006854999998,49.199,1.0,1.0,1.0,50.0,train
21,143445.0,4972.735000000001,79.345,284.25,63.650000000000006,100.465,0.96,5163.57,0.765,0.625,0.79,1.6,65.99,101.115,374.27400124999997,428.21716805,49.199,1.0,1.0,1.0,50.0,train
22,185922.0,6206.115,87.595,440.91999999999996,47.290000000000006,182.54,0.91,6840.105,0.39,0.235,0.485,3.81,53.455,182.125,247.17306965,646.257405,49.965,1.0,0.0,0.0,50.0,train
23,185922.0,11492.775,110.645,406.57000000000005,86.33,145.8,0.96,11894.985,0.75,0.6100000000000001,0.78,1.62,85.26,149.01999999999998,108.64559450499999,128.904386015,49.965,1.0,0.0,0.0,50.0,train
24,185922.0,4042.54,70.38,274.95,54.2,96.75999999999999,0.925,4336.525,0.65,0.61,0.77,1.77,54.915000000000006,97.245,90.21243436,174.40681645,49.965,1.0,0.0,0.0,50.0,train
25,185922.0,5453.68,79.455,277.385,72.475,89.34,0.96,5647.969999999999,0.8,0.785,0.89,1.2349999999999999,72.81,95.925,214.93242214999998,398.7154167,49.965,1.0,0.0,0.0,50.0,train
26,185922.0,11155.33,106.94,394.83000000000004,85.21,139.385,0.96,11547.315,0.74,0.655,0.81,1.525,82.83500000000001,144.53,212.72362435,415.07088409999994,49.965,1.0,0.0,0.0,50.0,train
27,185922.0,4132.014999999999,72.535,339.685,48.71,123.255,0.8600000000000001,4809.46,0.44999999999999996,0.37,0.6,2.645,52.59,128.02,257.88945305,687.00664075,49.965,1.0,0.0,0.0,50.0,train
28,185922.0,5642.85,82.25,372.79499999999996,52.53,149.005,0.9299999999999999,6145.615,0.5800000000000001,0.445,0.64,2.8200000000000003,58.41499999999999,146.19,93.280848155,287.893347715,49.965,1.0,0.0,0.0,50.0,train
29,185922.0,4862.295,78.465,328.725,55.8,117.475,0.875,5508.215,0.565,0.44999999999999996,0.6699999999999999,2.105,58.0,117.1,92.92458876,358.45069705000003,49.965,1.0,0.0,0.0,50.0,train
30,185922.0,11247.36,108.0,406.795,86.71,139.895,0.94,11700.695,0.685,0.67,0.815,1.5,87.105,145.13,128.58456205,203.26532405,49.965,1.0,0.0,0.0,50.0,train
31,185922.0,3557.6749999999997,67.095,285.685,46.730000000000004,108.445,0.9299999999999999,3832.0600000000004,0.6,0.47000000000000003,0.665,2.4299999999999997,47.66,112.055,235.238331105,428.601822115,49.965,1.0,0.0,0.0,50.0,train
32,185922.0,2748.995,59.105000000000004,217.785,52.349999999999994,69.005,0.9299999999999999,2943.2799999999997,0.7250000000000001,0.74,0.855,1.3199999999999998,54.465,72.23,101.285077155,144.598702865,49.965,1.0,0.0,0.0,50.0,train
33,185922.0,2245.385,53.46,203.815,40.765,75.155,0.945,2375.76,0.685,0.565,0.74,2.01,40.035,76.695,247.23036324999998,629.47401405,49.965,1.0,0.0,0.0,50.0,train
34,185922.0,8439.565,103.66,444.36,74.155,169.85,0.94,9003.685,0.6,0.505,0.68,2.71,81.03,170.48499999999999,122.78913084999999,330.2045015,49.965,1.0,0.0,0.0,50.0,train
35,185922.0,5379.545,78.57499999999999,287.12,63.51,102.41499999999999,0.955,5581.5,0.715,0.5800000000000001,0.75,1.995,65.07499999999999,105.47999999999999,172.6606161,385.61866975000004,49.965,1.0,0.0,0.0,50.0,train
36,185922.0,3146.095,62.51,283.68,36.645,115.10499999999999,0.925,3417.92,0.505,0.31,0.5549999999999999,3.0949999999999998,37.5,117.12,297.0445549,701.6715732499999,49.965,1.0,0.0,0.0,50.0,train
37,185922.0,6217.1900000000005,87.69,426.79499999999996,54.510000000000005,163.815,0.8600000000000001,7123.014999999999,0.43,0.345,0.575,3.035,63.345,162.155,115.9319701,546.29816635,49.965,1.0,0.0,0.0,50.0,train
38,185922.0,5545.71,80.515,289.35,73.975,89.85,0.94,5801.349999999999,0.745,0.8,0.895,1.21,77.08,96.525,130.79335985,186.90985665,49.965,1.0,0.0,0.0,50.0,train
