epoch,concordance_cc,loss,mape_metric,pearson_cc,r_square,smape_metric
0,0.006325202062726021,7852.517578125,105.31746673583984,0.02297644130885601,-154.9619598388672,72.9881591796875
1,0.01156553067266941,4501.0791015625,91.58958435058594,0.07418101280927658,-88.3875503540039,66.98854064941406
2,0.016772937029600143,3884.72509765625,89.11933898925781,0.09752345830202103,-76.14373779296875,66.2554702758789
3,0.011287527158856392,4385.126953125,89.82164001464844,0.061976172029972076,-86.08353424072266,63.96072769165039
4,0.01870575174689293,3135.92626953125,81.33309173583984,0.11024760454893112,-61.268367767333984,61.755611419677734
5,0.013593237847089767,3581.97021484375,84.81177520751953,0.08300068229436874,-70.12803649902344,62.07432556152344
6,0.024026479572057724,2501.28466796875,76.69800567626953,0.12734055519104004,-48.65991973876953,59.00130081176758
7,0.016616489738225937,3131.088134765625,80.03214263916016,0.08584114909172058,-61.16945266723633,58.54633712768555
8,0.019499747082591057,3572.17041015625,82.52859497070312,0.10308002680540085,-69.92994689941406,59.86124038696289
9,0.02276851423084736,2187.23583984375,72.9044189453125,0.12328629940748215,-42.41752243041992,55.42987060546875
10,0.024654570966959,2378.91796875,74.60650634765625,0.11635052412748337,-46.223392486572266,54.64451599121094
11,0.020616440102458,2737.806396484375,76.3486328125,0.1096416562795639,-53.35044479370117,54.855812072753906
12,0.02210337296128273,2207.328857421875,71.02323913574219,0.09741996228694916,-42.810604095458984,51.136085510253906
13,0.020894989371299744,2071.305908203125,67.89678955078125,0.10204019397497177,-40.10614013671875,48.20038986206055
14,0.020490020513534546,1911.556396484375,65.99728393554688,0.084825798869133,-36.930091857910156,46.970924377441406
15,0.018077965825796127,1910.5390625,65.4297103881836,0.05681667849421501,-36.9068489074707,45.73311233520508
16,0.023510398343205452,2152.857177734375,65.24144744873047,0.09483998268842697,-41.717124938964844,45.341976165771484
17,0.021650008857250214,1710.035888671875,61.078495025634766,0.08799028396606445,-32.91749572753906,42.579227447509766
18,0.021374540403485298,1329.77001953125,54.42036056518555,0.07167644798755646,-25.36067771911621,36.689205169677734
19,0.015374334529042244,1277.994384765625,51.77676773071289,0.051499418914318085,-24.329504013061523,34.25276565551758
20,0.019657259806990623,1260.30908203125,49.36198043823242,0.05806148424744606,-23.975622177124023,32.130191802978516
21,0.023771807551383972,1007.3895263671875,45.04427719116211,0.06645864993333817,-18.94898796081543,28.969886779785156
22,0.01924213394522667,1089.9781494140625,45.74620819091797,0.05597791075706482,-20.58722686767578,29.310625076293945
23,0.028932783752679825,879.1452026367188,41.4891242980957,0.07168090343475342,-16.396730422973633,26.25135612487793
24,0.006587880663573742,837.969970703125,38.375038146972656,0.01268793735653162,-15.576908111572266,23.59420394897461
25,0.01683575101196766,847.853271484375,37.1377067565918,0.038094885647296906,-15.77169418334961,22.697986602783203
26,-0.0027965453919023275,759.90478515625,35.42848587036133,0.001090808305889368,-14.023286819458008,21.205686569213867
27,0.012728719972074032,598.9188232421875,32.871131896972656,0.02935921400785446,-10.824113845825195,19.989953994750977
28,-6.420844147214666e-05,744.664306640625,33.945823669433594,-0.002890725852921605,-13.718165397644043,20.1514835357666
29,-0.00973109807819128,609.3163452148438,31.686260223388672,-0.008325627073645592,-11.028633117675781,18.6215877532959
30,0.012633923441171646,604.0518798828125,31.6931209564209,0.025993654504418373,-10.923511505126953,18.596799850463867
31,0.05559682846069336,564.7739868164062,31.4066104888916,0.11146120727062225,-10.142407417297363,18.748004913330078
32,0.025747844949364662,475.1590576171875,29.050525665283203,0.04786534234881401,-8.361796379089355,16.52405548095703
