,"('PC1',)","('PC2',)","('PC3',)","('U238_ppm',)","('Th232_ppm',)",oscillatory_zonation,sector_zonation,homogenous_zonation,SiO2_pct,Dataset,GSWA_sample_id,bin
0,-2.9902785938994216,-2.027355083533449,0.10536900451986235,352.4489241,309.81465495,1.0,1.0,1.0,49.199,train,143445.0,50.0
1,-2.919176272927304,0.7706420099317306,-0.5132227436420439,413.52850390000003,486.1141311,1.0,1.0,1.0,49.199,train,143445.0,50.0
2,-1.788730880123487,-0.407070311359054,0.07610459036119364,440.00887995,452.58933951,1.0,1.0,1.0,49.199,train,143445.0,50.0
3,-1.312722951689117,0.7234401019808129,-0.6278456684779722,261.18586325,289.5400594,1.0,1.0,1.0,49.199,train,143445.0,50.0
4,-2.878574973666715,-2.1469055767552296,0.45203031363735036,192.44891165,143.73313505,1.0,1.0,1.0,49.199,train,143445.0,50.0
5,-2.6699092238981064,-0.37515352838858884,-0.35616550709396877,405.1633002,475.19612255000004,1.0,1.0,1.0,49.199,train,143445.0,50.0
6,-1.4389718713925292,-0.7734491108661355,-0.05550427219244123,273.03692405,236.7131577,1.0,1.0,1.0,49.199,train,143445.0,50.0
7,-0.6481690923220578,-0.40393758560098947,-0.6596259925633595,469.04664655,428.78981665000003,1.0,1.0,1.0,49.199,train,143445.0,50.0
8,-1.9196515986856417,-1.165968110206666,0.1538203883137839,452.6774691,509.70172525,1.0,1.0,1.0,49.199,train,143445.0,50.0
9,-2.108979624306449,-1.4368121350643732,-0.27255155338896686,468.05192579999994,413.04470975,1.0,1.0,1.0,49.199,train,143445.0,50.0
10,-2.9281639367876333,-1.3629120178775274,0.17688027941603474,374.27400124999997,428.21716805,1.0,1.0,1.0,49.199,train,143445.0,50.0
11,-2.0882218262886316,1.0466118019795962,0.37581989836227925,453.57611215,476.3465463,1.0,1.0,1.0,49.199,train,143445.0,50.0
12,-2.582690545421857,-1.5377996576241924,-0.25021483189375004,238.1988416,232.48708045,1.0,1.0,1.0,49.199,train,143445.0,50.0
13,-1.1960389630861437,0.8985009793145184,0.38336802599763514,618.2991572999999,817.4283649500001,1.0,1.0,1.0,49.199,train,143445.0,50.0
14,-2.5962385265920838,1.6338370275610559,0.060172022512861405,612.3286793,687.61656475,1.0,1.0,1.0,49.199,train,143445.0,50.0
15,-2.297790765657714,-1.2531208026490217,-0.5726958883292167,465.1039909,407.34576985,1.0,1.0,1.0,49.199,train,143445.0,50.0
