,PC1,PC2,PC3,oscillatory_zonation,sector_zonation,homogenous_zonation,SiO2_pct,Dataset,GSWA_sample_id
81,-3.500118470304729,-0.2910881595071119,-0.28300173902599624,0.0,0.0,1.0,49.179,train,189223.0
82,-4.146877568262711,-1.7393246482851217,1.1836503464739756,0.0,0.0,1.0,49.179,train,189223.0
83,-4.100926234103348,-1.8203918915298059,1.1619436138025054,0.0,0.0,1.0,49.179,train,189223.0
84,-3.453482807178961,-0.7766549751759576,-0.11421160667405042,0.0,0.0,1.0,49.179,train,189223.0
85,-3.4541671361453656,-0.3721554027517968,-0.30470847169746557,0.0,0.0,1.0,49.179,train,189223.0
86,-3.756061582817005,-1.2830110332987308,0.3876842762501335,0.0,0.0,1.0,49.179,train,189223.0
87,-3.5519987546605383,-0.22827136751687027,0.4563470283656294,0.0,0.0,1.0,49.179,train,189223.0
88,-3.5589848723732542,-1.5084245855406533,0.2849871886116805,0.0,0.0,1.0,49.179,train,189223.0
89,-3.6108651567290613,-1.4456077935504106,1.0243359560033065,0.0,0.0,1.0,49.179,train,189223.0
90,-3.3549220442167855,-0.453684919758793,0.3536499407271765,0.0,0.0,1.0,49.179,train,189223.0
91,-1.713557761736061,-2.1086563388112998,-0.0968099580250786,1.0,1.0,1.0,49.12,train,194354.0
92,-2.186827017755283,-0.43480298727267064,-0.7582454337538993,1.0,1.0,1.0,49.12,train,194354.0
93,-2.0848410529470183,1.68502410473296,-1.0978550665054927,1.0,1.0,1.0,49.12,train,194354.0
94,-2.437746545997169,-1.6069552501822888,-0.4947410988482654,1.0,1.0,1.0,49.12,train,194354.0
95,-2.55485579153894,0.3071723084966353,-0.8988221318076198,1.0,1.0,1.0,49.12,train,194354.0
96,-1.3488821847581491,-1.2491697567228168,-0.5131038659902946,1.0,1.0,1.0,49.12,train,194354.0
97,-2.680491254328277,1.3796513902636511,-1.0540073318149863,1.0,1.0,1.0,49.12,train,194354.0
98,-2.9295174536638395,1.6228728332468938,-0.6453456758396613,1.0,1.0,1.0,49.12,train,194354.0
99,-2.3898470433261227,0.21041071778383305,-0.6574793599261569,1.0,1.0,1.0,49.12,train,194354.0
100,-1.4702219629616502,0.4123093198586279,-0.7040173140038896,1.0,1.0,1.0,49.12,train,194354.0
101,-2.2829564166339678,-0.25846677555123443,-0.5896176476952809,1.0,1.0,1.0,49.12,train,194354.0
102,-2.096275832846985,-1.6515912471226786,-0.3409541753721829,1.0,1.0,1.0,49.12,train,194354.0
103,-1.6919934062599196,0.6417175809725135,-0.9926923205868798,1.0,1.0,1.0,49.12,train,194354.0
104,-2.7070833999453066,-1.2545741252650826,-0.21302243865658044,1.0,1.0,1.0,49.12,train,194354.0
105,-2.667074515818951,0.18327984554172477,-1.020784094071529,1.0,1.0,1.0,49.12,train,194354.0
106,-3.0375575762077074,-2.5781793823088472,-0.12955932633082307,1.0,1.0,1.0,49.12,train,194354.0
107,-2.0415351939412676,-1.7584684776551136,-0.1622664452935963,1.0,1.0,1.0,49.12,train,194354.0
108,-2.576245457340799,-2.681578872419235,-0.2598202000870455,1.0,1.0,1.0,49.12,train,194354.0
109,-1.5624481638915175,-0.42208264527399086,-0.5843799612701035,1.0,1.0,1.0,49.12,train,194354.0
110,-1.5435577877178972,-2.7848550531927634,-0.15509218325150723,1.0,1.0,1.0,49.12,train,194354.0
111,-2.0102169503756353,-1.2857802859649068,-0.0668127390369421,1.0,1.0,1.0,49.12,train,194354.0
112,-2.50388118694863,0.5286740915714152,-0.3625746370980279,1.0,1.0,1.0,49.12,train,194354.0
113,-2.2607253620265024,-2.1203928103502285,-0.02240910052211431,1.0,0.0,1.0,47.991,train,194747.0
114,-1.8758516111877694,0.2934559671176127,-0.5341719719461562,1.0,0.0,1.0,47.991,train,194747.0
115,-2.89481346894769,-1.00901676444932,-0.40355006504834495,1.0,0.0,1.0,47.991,train,194747.0
116,-2.4961489934244656,-1.2917733472560557,-0.6903828025446717,1.0,0.0,1.0,47.991,train,194747.0
117,-1.8670220511358888,0.6951541658684879,-0.4668519097582911,1.0,0.0,1.0,47.991,train,194747.0
118,-2.7850124468016246,-1.1018325520108267,-0.40874991961319684,1.0,0.0,1.0,47.991,train,194747.0
119,-2.3049157516483523,2.0756955146027005,-0.9130630065985265,1.0,0.0,1.0,47.991,train,194747.0
120,-2.4873194333725857,-0.8900751485051808,-0.6230627403568064,1.0,0.0,1.0,47.991,train,194747.0
121,-2.0545788444835713,1.6923668485564267,-0.6254745935290844,1.0,0.0,1.0,47.991,train,194747.0
122,-2.474467331852863,2.559580735537823,-0.8201254761650323,1.0,0.0,1.0,47.991,train,194747.0
123,-1.2893279704410234,3.9687255172666145,-1.0257428740373153,1.0,0.0,1.0,47.991,train,194747.0
124,-2.624629620909053,-3.182800055382537,-0.1173445530187953,1.0,0.0,1.0,47.991,train,194747.0
125,-2.235436017560985,-0.3948786009600889,-0.6230701751023463,1.0,0.0,1.0,47.991,train,194747.0
126,-2.1157718702206507,-1.4292634560137099,-0.5788882116288594,1.0,0.0,1.0,47.991,train,194747.0
127,-3.00500674411287,-3.0453099466248834,-0.2288391439346061,1.0,0.0,1.0,47.991,train,194747.0
128,-2.5955739468718306,0.08126585264769277,-0.905458733606938,1.0,0.0,1.0,47.991,train,194747.0
129,-1.975276564635134,1.666495167021361,-0.7492479030084225,1.0,0.0,1.0,47.991,train,194747.0
130,-3.127632998605998,0.338500853492223,-0.5388765851147619,1.0,0.0,1.0,47.991,train,194747.0
131,-2.5110622691912834,-1.737064144303954,-0.30999751359155636,1.0,0.0,1.0,47.991,train,194747.0
132,-3.1044316975602335,-1.6722707467211353,-0.44391507499687266,1.0,0.0,1.0,47.991,train,194747.0
133,-2.891439392395099,-1.5995740355463006,-0.4214921045073672,1.0,0.0,1.0,47.991,train,194747.0
134,-2.306462260295172,1.197170301011334,-0.6254671587835433,1.0,0.0,1.0,47.991,train,194747.0
135,-2.0516893245639496,-0.7771343253618078,-0.013895384501268225,1.0,0.0,1.0,46.553,train,194762.0
136,-1.5017687040314436,-0.9365129332283261,-0.258395557933176,1.0,0.0,1.0,46.553,train,194762.0
137,-2.5181321461609283,-1.0378182214718,0.15923761456534047,1.0,0.0,1.0,46.553,train,194762.0
138,-2.043094154664257,0.4840032862120829,-0.6963417968790779,1.0,0.0,1.0,46.553,train,194762.0
139,-1.7818271082599098,-1.9655220236477415,0.5207065268157983,1.0,0.0,1.0,46.553,train,194762.0
140,-2.419059883685652,1.4420911442096085,-0.6296780050046359,1.0,0.0,1.0,46.553,train,194762.0
141,-1.834913512297179,-2.8941379864784276,0.2842866767718392,1.0,0.0,1.0,46.553,train,194762.0
142,-2.4295217072208657,-0.086563563349665,-0.3724202212157104,1.0,0.0,1.0,46.553,train,194762.0
143,-1.4913068804962295,0.5921417743309472,-0.5156533417221015,1.0,0.0,1.0,46.553,train,194762.0
144,-3.1352712837365675,-1.1913481938414192,0.5571055364715132,1.0,0.0,1.0,46.553,train,194762.0
145,-2.122174057658184,1.1597741423983388,-0.8664742194541563,1.0,0.0,1.0,46.553,train,194762.0
146,-1.7836937618954312,-2.2330391196331227,0.09551789822691266,1.0,0.0,1.0,46.553,train,194762.0
147,-2.6428349631829318,-2.535051116748369,0.31768510993602367,1.0,0.0,1.0,46.553,train,194762.0
148,-1.52663398424694,-2.4455581029705207,0.5131673796348685,1.0,0.0,1.0,46.553,train,194762.0
149,-2.569351896562676,-1.6989170883171039,0.3480063931102669,1.0,0.0,1.0,46.553,train,194762.0
150,-1.7986545300589114,-0.6541959314170555,-0.021599343483657184,1.0,0.0,1.0,46.553,train,194762.0
151,-2.589748559145663,-1.6064351539176824,0.5541049599799827,1.0,0.0,1.0,46.553,train,194762.0
152,-2.147039337873681,-0.3492710273438572,-0.09491128188611048,1.0,0.0,1.0,46.553,train,194762.0
153,-2.3504418042269384,-0.7623344195359194,-0.2022877986406337,1.0,0.0,1.0,46.553,train,194762.0
154,-1.4208221474019955,-1.3447666934291986,0.33692549323078635,1.0,0.0,1.0,46.553,train,194762.0
155,-2.0765546047794463,-2.2861794951040033,0.7576675530667775,1.0,0.0,1.0,46.553,train,194762.0
156,-2.6602332922398966,0.33047331384246387,-0.2984738749729066,1.0,0.0,1.0,46.553,train,194762.0
157,-2.2851900989275435,-1.5279321075482062,-0.38562563435879565,0.0,1.0,0.0,47.963,train,194763.0
158,-2.525187501067122,-2.520053656615843,-0.06755605310381055,0.0,1.0,0.0,47.963,train,194763.0
159,-2.8268686021638514,-2.771231644029182,-0.054598013603271496,0.0,1.0,0.0,47.963,train,194763.0
160,-2.33600818079128,-2.6661094866003183,0.007158016642588196,0.0,1.0,0.0,47.963,train,194763.0
161,-2.3152519691533,-2.921181488935638,-0.008359361876897137,0.0,1.0,0.0,47.963,train,194763.0
162,-2.2596199499807224,-1.4409560221410822,-0.24527051563362895,0.0,1.0,0.0,47.963,train,194763.0
163,-2.9988301865742657,-2.6529784475866176,-0.17984605911880933,0.0,1.0,0.0,47.963,train,194763.0
164,-2.2575434830429697,-2.8979749468141307,-0.03880351561820456,0.0,1.0,0.0,47.963,train,194763.0
165,-2.2242644683037063,-3.05887191579865,0.01292870295461086,0.0,1.0,0.0,47.963,train,194763.0
166,-2.84602122856221,-1.5378359109676643,-0.45747876304362645,0.0,1.0,0.0,47.963,train,194763.0
167,-2.663870070738274,-2.562697429157798,-0.14107188004653268,0.0,1.0,0.0,47.963,train,194763.0
168,-2.1830033066142316,-1.7448906430270605,-0.1669013551620292,0.0,1.0,0.0,47.963,train,194763.0
169,-2.2968939376070474,-1.0714659207991712,-0.4623010084883203,0.0,1.0,0.0,47.963,train,194763.0
170,-2.7111377156131278,-1.4805226991140132,-0.4456878782625803,0.0,1.0,0.0,47.963,train,194763.0
171,-2.357583356851039,-2.961678704364834,0.03210117219929756,0.0,1.0,0.0,47.963,train,194763.0
172,-2.1698440134839494,-3.4024923306576516,0.03029960414931502,0.0,1.0,0.0,47.963,train,194763.0
173,-2.0932273701174586,-3.7064269515436297,0.10866876462091508,0.0,1.0,0.0,47.963,train,194763.0
174,-2.3506074508303145,-1.3032655952780687,-0.26655858046513725,0.0,1.0,0.0,47.963,train,194763.0
175,-2.0541131269332267,-2.111783385742482,-0.3607902605099937,0.0,1.0,0.0,47.963,train,194763.0
176,-3.095415649434603,-2.901895597613112,-0.07841025602860044,0.0,1.0,0.0,47.963,train,194763.0
177,-2.88548011752078,-3.303023429932906,-0.019213564801687323,0.0,1.0,0.0,47.963,train,194763.0
178,-2.082963432806162,-1.6811868854763572,-0.2378060429795312,0.0,1.0,0.0,47.963,train,194763.0
179,-2.4598574992213376,2.272922678851366,-1.6614855113454867,1.0,0.0,1.0,49.117,train,199029.0
180,-2.580771271303673,2.7052468540404497,-1.1120809605338118,1.0,0.0,1.0,49.117,train,199029.0
181,-2.021719520617858,4.37181459439163,-1.8049544776772497,1.0,0.0,1.0,49.117,train,199029.0
182,-2.0928387378118942,2.9610683096260386,-1.7982616415954225,1.0,0.0,1.0,49.117,train,199029.0
183,-2.698175658888825,3.9198129423625008,-2.1088094968031434,1.0,0.0,1.0,49.117,train,199029.0
184,-2.6237138807203837,0.45069097053016577,-0.5932755036836952,1.0,0.0,1.0,49.117,train,199029.0
185,-3.680743519352049,3.3942800630619456,-2.080152550608083,1.0,0.0,1.0,49.117,train,199029.0
186,-2.7446276528027194,0.8830151457192499,-0.04387095287202032,1.0,0.0,1.0,49.117,train,199029.0
187,-3.0651944202982664,3.2316673115878287,-1.9720333665532073,1.0,0.0,1.0,49.117,train,199029.0
188,-2.7493148980140023,2.6667131378299884,-0.8723003200125562,1.0,0.0,1.0,49.117,train,199029.0
189,-3.3560597515771087,1.290905063551912,-1.3637234129860791,1.0,0.0,1.0,49.117,train,199029.0
190,-2.845685420601331,-0.07722335657592376,-0.4433574253021968,1.0,0.0,1.0,49.117,train,199029.0
191,-2.213752509894231,3.3933924848151227,-1.2488570907837477,1.0,0.0,1.0,49.117,train,199029.0
192,-2.3375357946528257,4.175151210676818,-2.0300148243913574,1.0,0.0,1.0,49.117,train,199029.0
193,-3.284940534383072,2.701651348317505,-1.3704162490679064,1.0,0.0,1.0,49.117,train,199029.0
194,-3.1963203703574554,2.867859605514568,-1.2202001445886894,1.0,0.0,1.0,49.117,train,199029.0
195,-2.6284011259316675,2.234388962640904,-1.4217048708242292,1.0,0.0,1.0,49.117,train,199029.0
196,-3.2337380470085977,3.193133595377366,-1.7322527260319502,1.0,0.0,1.0,49.117,train,199029.0
197,-3.0494554162939367,1.5938274677450235,-1.709191113735874,1.0,0.0,1.0,49.117,train,199029.0
198,-2.3328485494415423,2.39145321856608,-1.2015854572508213,1.0,0.0,1.0,49.117,train,199029.0
199,-2.602449943950485,1.3926810000604435,-1.361291289159741,1.0,0.0,1.0,49.117,train,199029.0
200,-2.237216513264568,-0.3435261937963716,0.06234535443703323,0.0,1.0,1.0,50.1,train,143450.0
201,-3.1453505712860785,2.6595211316953264,-0.32727688130812865,0.0,1.0,1.0,50.1,train,143450.0
202,-1.5040659285318652,-1.1035341958646923,0.40194367896856004,0.0,1.0,1.0,50.1,train,143450.0
203,-2.399793728772602,-1.6368646082236777,0.4668245625575174,0.0,1.0,1.0,50.1,train,143450.0
204,-2.3699066492427865,-1.1888332660906888,0.24152968836391797,0.0,1.0,1.0,50.1,train,143450.0
205,-2.2776950311285664,-0.5829316677464597,-0.2585802767044238,0.0,1.0,1.0,50.1,train,143450.0
206,-2.2142354264657254,-2.5118157274963004,0.06449707035145168,0.0,1.0,1.0,50.1,train,143450.0
207,-2.3260382622188924,1.0947852120364958,-0.33507414641350314,0.0,1.0,1.0,50.1,train,143450.0
208,-1.6259270288557683,-2.808637102044112,1.7565704409755554,0.0,1.0,1.0,50.1,train,143450.0
209,-2.214267949935729,-0.17758831121903873,0.9061036944114198,0.0,1.0,1.0,50.1,train,143450.0
210,-2.3215634181524605,-2.866550145873645,0.3180235580729988,0.0,1.0,1.0,50.1,train,143450.0
211,-3.1030572339754885,-0.42882526402236665,-0.0980686361676092,0.0,1.0,1.0,50.1,train,143450.0
212,-2.233580200447478,0.7424685507987259,0.6790471651853175,0.0,1.0,1.0,50.1,train,143450.0
213,-2.376845165443763,-1.4709267256463459,1.3105829025319042,0.0,1.0,1.0,50.1,train,143450.0
214,-1.857082347959114,3.810318405154994,-0.32548712278909064,0.0,1.0,1.0,50.1,train,143450.0
215,-3.1223694844872374,0.4912315979953981,-0.3251251653937117,0.0,1.0,1.0,50.1,train,143450.0
216,-1.77092062362463,3.005590487564486,-0.6728827124259924,0.0,1.0,1.0,50.1,train,143450.0
217,0.06852401820484466,-2.8283292147362347,0.8865168006370059,1.0,1.0,0.0,54.516,train,178170.0
218,-0.17150651848492848,-1.825130150071405,0.3595057589414612,1.0,1.0,0.0,54.516,train,178170.0
219,-0.21973554671570547,-0.2058122357923653,0.23698657372929852,1.0,1.0,0.0,54.516,train,178170.0
220,0.5009021942864771,-0.9524871321938501,0.23961286847002447,1.0,1.0,0.0,54.516,train,178170.0
221,-0.8921442594871106,-1.078455253669921,0.35687946420073535,1.0,1.0,0.0,54.516,train,178170.0
222,-0.19303925223252658,-1.0727183762916406,0.44460073611306894,1.0,1.0,0.0,54.516,train,178170.0
223,-0.43306978892229925,-0.06951931162681066,-0.08241030558247721,1.0,1.0,0.0,54.516,train,178170.0
224,0.527598488769656,-1.8193932726931237,0.4472270308537933,1.0,1.0,0.0,54.516,train,178170.0
225,0.041827723721665745,-1.9614230742369594,0.6789026382532354,1.0,1.0,0.0,54.516,train,178170.0
226,0.7409327309762503,-1.9556861968586792,0.7666239101655691,1.0,1.0,0.0,54.516,train,178170.0
227,0.029996911614116946,1.7387140089276665,-0.4526033172601435,1.0,1.0,1.0,50.363,train,178185.0
228,2.3533155279979665,3.05254923616506,-0.4492278924202702,1.0,1.0,1.0,50.363,train,178185.0
229,0.035492590350756824,3.9265085764361505,-0.6514047034441548,1.0,1.0,1.0,50.363,train,178185.0
230,0.2734508185022997,0.045896013588169714,-0.10012447026068991,1.0,1.0,1.0,50.363,train,178185.0
231,3.501395192282172,0.3914568401467023,0.34486516182046734,1.0,1.0,1.0,50.363,train,178185.0
232,2.1134300892406612,-1.8648381745437044,0.17948154760199342,1.0,1.0,1.0,50.363,train,178185.0
233,1.1835722546349614,1.265416180417792,0.14268835079658304,1.0,1.0,1.0,50.363,train,178185.0
234,1.503211607500576,0.8396471199802245,0.1724782272213825,1.0,1.0,1.0,50.363,train,178185.0
235,1.7830497925647448,1.439688669476685,-0.1962701195521707,1.0,1.0,1.0,50.363,train,178185.0
236,2.7888396787731073,1.9077565265874046,-0.4685329388509051,1.0,1.0,1.0,50.363,train,178185.0
237,3.33137079793589,0.9593568184330724,0.36654521450940253,1.0,1.0,1.0,50.363,train,178185.0
238,2.59676943488615,1.3597312408255628,-0.09674904542081647,1.0,1.0,1.0,50.363,train,178185.0
239,3.3431908782389375,-1.0710870681516491,0.4520842450840657,1.0,1.0,1.0,50.363,train,178185.0
240,2.299175931561211,2.901425565311343,-0.47664276258676946,1.0,1.0,1.0,50.363,train,178185.0
241,2.107105687674253,2.3534002795495006,-0.10485886915668081,1.0,1.0,1.0,50.363,train,178185.0
242,1.673236001846858,0.27174714169385294,0.1507981745324476,1.0,1.0,1.0,50.363,train,178185.0
243,-0.2162129287095969,1.0395650523121078,-0.10823429399655422,1.0,1.0,1.0,50.363,train,178185.0
244,1.5158372001400875,-2.5464356839420996,0.05935750618221033,1.0,0.0,1.0,54.665,train,185590.0
245,0.35865632270752207,-1.9737449182892615,-0.4250210482734762,1.0,0.0,1.0,54.665,train,185590.0
246,-0.3266235711256601,-2.007275133176049,-0.23395916468055153,1.0,0.0,1.0,54.665,train,185590.0
247,0.8751763871337342,-2.944135043724006,-0.10612774113353803,1.0,0.0,1.0,54.665,train,185590.0
248,0.5384375266600907,-2.576343095075605,-0.0960509131748831,1.0,0.0,1.0,54.665,train,185590.0
249,0.395657487730712,-2.576920880296679,-0.27671376608229553,1.0,0.0,1.0,54.665,train,185590.0
250,-0.2411158332129902,-0.8390944297681,-0.6578141842238231,1.0,0.0,1.0,54.665,train,185590.0
251,-0.45331339398641796,-2.6108167853328395,-0.2880042103824452,1.0,0.0,1.0,54.665,train,185590.0
252,0.7215316574459427,1.4040473095115138,-0.8933780118049726,1.0,0.0,1.0,54.665,train,185590.0
253,1.1342493832616487,-2.1487565582644454,-0.2030899102510356,1.0,0.0,1.0,54.665,train,185590.0
254,0.16509952884963142,-2.359693558071772,0.002871608093142697,1.0,0.0,1.0,54.665,train,185590.0
255,1.8865854978257541,-0.1947459619673977,-0.4053365410055699,1.0,0.0,1.0,54.665,train,185590.0
256,0.7656383562879902,-1.2700259757686558,-0.30880355916847285,1.0,0.0,1.0,54.665,train,185590.0
257,1.5958491228458354,-2.9898216112810783,0.027391489036304083,1.0,0.0,1.0,54.665,train,185590.0
258,-0.47588296030692484,-1.5682930664545958,-0.24251991808001735,1.0,0.0,1.0,54.665,train,185590.0
