True_Label,Predicted_Label,Class_Probabilities
3,3,"[np.float32(7.703451e-05), np.float32(0.00020511782), np.float32(0.00018306488), np.float32(0.9995167), np.float32(1.8066306e-05)]"
2,2,"[np.float32(0.0003104972), np.float32(0.00032026245), np.float32(0.89253926), np.float32(0.105229326), np.float32(0.0016006299)]"
1,1,"[np.float32(5.4093863e-07), np.float32(0.99994886), np.float32(4.6691286e-05), np.float32(3.2548942e-06), np.float32(6.332108e-07)]"
1,1,"[np.float32(6.808166e-08), np.float32(0.99999976), np.float32(9.264201e-08), np.float32(1.7389961e-08), np.float32(2.0606432e-08)]"
2,2,"[np.float32(4.2353e-06), np.float32(2.1217163e-06), np.float32(0.99979657), np.float32(0.00019627367), np.float32(8.71623e-07)]"
2,2,"[np.float32(2.0162322e-06), np.float32(2.346153e-06), np.float32(0.99968886), np.float32(0.00030631752), np.float32(5.1858956e-07)]"
3,3,"[np.float32(7.004707e-08), np.float32(2.6800246e-08), np.float32(1.667154e-07), np.float32(0.99999976), np.float32(2.563876e-08)]"
2,2,"[np.float32(1.2085978e-07), np.float32(1.4137645e-06), np.float32(0.9999932), np.float32(3.0574759e-06), np.float32(2.1105466e-06)]"
3,3,"[np.float32(0.001699474), np.float32(0.003535933), np.float32(0.46783468), np.float32(0.525615), np.float32(0.0013150063)]"
2,2,"[np.float32(5.042699e-06), np.float32(2.125434e-05), np.float32(0.99994254), np.float32(2.8378647e-05), np.float32(2.747248e-06)]"
3,3,"[np.float32(0.00035134985), np.float32(0.00016145979), np.float32(0.047722235), np.float32(0.95052475), np.float32(0.001240201)]"
3,2,"[np.float32(0.00013253777), np.float32(0.00026827576), np.float32(0.5900148), np.float32(0.409187), np.float32(0.00039729814)]"
3,3,"[np.float32(3.9204107e-05), np.float32(0.00012913905), np.float32(0.002813809), np.float32(0.99700373), np.float32(1.4122069e-05)]"
1,2,"[np.float32(0.0019596538), np.float32(0.36728647), np.float32(0.38420558), np.float32(0.012558594), np.float32(0.23398972)]"
2,2,"[np.float32(2.5516954e-06), np.float32(1.1064583e-05), np.float32(0.9998665), np.float32(0.00011853783), np.float32(1.298357e-06)]"
2,2,"[np.float32(4.0400455e-06), np.float32(4.3989116e-06), np.float32(0.999624), np.float32(0.00035036678), np.float32(1.7204706e-05)]"
1,1,"[np.float32(6.9165512e-06), np.float32(0.999846), np.float32(0.00014087251), np.float32(3.6302802e-06), np.float32(2.5717904e-06)]"
2,2,"[np.float32(5.1078364e-06), np.float32(7.654399e-06), np.float32(0.9998814), np.float32(0.00010450143), np.float32(1.3593664e-06)]"
3,3,"[np.float32(9.4197745e-08), np.float32(1.6281439e-07), np.float32(2.2221577e-05), np.float32(0.99997735), np.float32(1.0843149e-07)]"
2,0,"[np.float32(0.96757746), np.float32(4.4056495e-05), np.float32(0.032237057), np.float32(0.00012263513), np.float32(1.8753479e-05)]"
2,2,"[np.float32(2.2899496e-07), np.float32(6.838248e-07), np.float32(0.9999869), np.float32(1.1954329e-05), np.float32(2.395582e-07)]"
2,3,"[np.float32(0.00044008455), np.float32(0.000990466), np.float32(0.26484385), np.float32(0.73288137), np.float32(0.0008442177)]"
2,1,"[np.float32(0.004893368), np.float32(0.61899376), np.float32(0.3711142), np.float32(0.0044518355), np.float32(0.0005468886)]"
3,3,"[np.float32(1.21611174e-08), np.float32(1.8306639e-07), np.float32(2.8256264e-07), np.float32(0.9999993), np.float32(1.8281655e-07)]"
2,2,"[np.float32(0.00042602947), np.float32(0.004048125), np.float32(0.9667126), np.float32(0.028547328), np.float32(0.00026599594)]"
2,2,"[np.float32(5.660689e-07), np.float32(9.387493e-07), np.float32(0.9999714), np.float32(2.5205112e-05), np.float32(1.961465e-06)]"
2,3,"[np.float32(0.0008748893), np.float32(0.0027872396), np.float32(0.38326898), np.float32(0.61287034), np.float32(0.0001985872)]"
1,1,"[np.float32(0.00059354247), np.float32(0.9752839), np.float32(0.017495401), np.float32(0.005069177), np.float32(0.0015580927)]"
1,1,"[np.float32(8.79752e-05), np.float32(0.9923879), np.float32(0.0008930817), np.float32(0.006569835), np.float32(6.1144834e-05)]"
1,1,"[np.float32(2.5241793e-06), np.float32(0.99986696), np.float32(8.550504e-05), np.float32(3.6930283e-05), np.float32(8.086083e-06)]"
2,2,"[np.float32(0.00039194437), np.float32(0.0024250983), np.float32(0.9189225), np.float32(0.07320205), np.float32(0.005058452)]"
1,1,"[np.float32(7.402055e-07), np.float32(0.9999846), np.float32(1.4091078e-05), np.float32(2.345376e-07), np.float32(3.4159336e-07)]"
2,2,"[np.float32(2.9405307e-06), np.float32(7.88879e-06), np.float32(0.999793), np.float32(0.0001667804), np.float32(2.9406443e-05)]"
2,0,"[np.float32(0.3480514), np.float32(0.10924368), np.float32(0.2781353), np.float32(0.23841375), np.float32(0.026155805)]"
1,2,"[np.float32(0.00015585881), np.float32(0.201892), np.float32(0.79766315), np.float32(0.00018786111), np.float32(0.00010107398)]"
0,0,"[np.float32(0.9994867), np.float32(2.1193957e-05), np.float32(0.00012850465), np.float32(0.00035833564), np.float32(5.2392975e-06)]"
2,2,"[np.float32(0.00021348422), np.float32(0.03909312), np.float32(0.95289767), np.float32(0.007600786), np.float32(0.00019490547)]"
3,3,"[np.float32(1.415219e-05), np.float32(3.2390249e-06), np.float32(0.28985462), np.float32(0.7100689), np.float32(5.9168447e-05)]"
3,3,"[np.float32(6.702678e-08), np.float32(1.18559875e-07), np.float32(1.1782782e-08), np.float32(0.99999964), np.float32(1.4493175e-07)]"
3,3,"[np.float32(3.3731328e-06), np.float32(8.992923e-07), np.float32(0.00022828461), np.float32(0.99954695), np.float32(0.00022048547)]"
3,3,"[np.float32(2.7401072e-06), np.float32(1.5322092e-06), np.float32(5.5094606e-05), np.float32(0.9999378), np.float32(2.8231323e-06)]"
3,3,"[np.float32(2.4784013e-05), np.float32(0.00017017184), np.float32(0.030725697), np.float32(0.96880597), np.float32(0.0002733295)]"
2,2,"[np.float32(0.000147229), np.float32(2.1752136e-05), np.float32(0.99530303), np.float32(0.003134531), np.float32(0.0013935422)]"
3,3,"[np.float32(2.6055929e-08), np.float32(9.655757e-09), np.float32(7.6233455e-08), np.float32(0.9999999), np.float32(2.2921629e-08)]"
3,3,"[np.float32(4.326908e-05), np.float32(0.0016218723), np.float32(0.0042580855), np.float32(0.992054), np.float32(0.002022716)]"
2,2,"[np.float32(0.00026145714), np.float32(0.0019492012), np.float32(0.98935), np.float32(0.0026289443), np.float32(0.0058103413)]"
3,3,"[np.float32(0.004266008), np.float32(0.14493018), np.float32(0.1427689), np.float32(0.51751935), np.float32(0.19051556)]"
1,1,"[np.float32(7.3741203e-06), np.float32(0.9997583), np.float32(0.00021908837), np.float32(1.2028185e-05), np.float32(3.1684103e-06)]"
3,3,"[np.float32(5.2689138e-05), np.float32(0.00024242276), np.float32(0.17558482), np.float32(0.82378155), np.float32(0.00033851608)]"
4,3,"[np.float32(0.0009067242), np.float32(0.0014154947), np.float32(0.34177127), np.float32(0.63247937), np.float32(0.023427172)]"
1,1,"[np.float32(1.559768e-05), np.float32(0.9967681), np.float32(0.003187751), np.float32(1.3890578e-05), np.float32(1.47721785e-05)]"
1,2,"[np.float32(0.00031732884), np.float32(0.067387894), np.float32(0.9322226), np.float32(3.186635e-05), np.float32(4.0212908e-05)]"
2,2,"[np.float32(2.9514584e-07), np.float32(9.372821e-07), np.float32(0.999956), np.float32(4.27336e-05), np.float32(6.31524e-08)]"
1,1,"[np.float32(6.2017707e-06), np.float32(0.9998504), np.float32(4.6726145e-05), np.float32(9.305703e-07), np.float32(9.567599e-05)]"
2,2,"[np.float32(1.8642488e-05), np.float32(1.4462002e-05), np.float32(0.9987998), np.float32(0.0011443654), np.float32(2.2746239e-05)]"
2,2,"[np.float32(0.00020571762), np.float32(0.010300454), np.float32(0.98554), np.float32(0.0035960875), np.float32(0.00035774743)]"
4,4,"[np.float32(9.725635e-06), np.float32(2.0164154e-05), np.float32(0.0006314512), np.float32(0.00040761667), np.float32(0.998931)]"
2,2,"[np.float32(2.4410605e-05), np.float32(8.415922e-05), np.float32(0.99974924), np.float32(9.607949e-05), np.float32(4.608731e-05)]"
3,3,"[np.float32(1.0731397e-06), np.float32(3.869964e-06), np.float32(2.5580453e-05), np.float32(0.99995875), np.float32(1.0695806e-05)]"
3,3,"[np.float32(1.2349007e-05), np.float32(0.00079932867), np.float32(2.0456606e-05), np.float32(0.9991672), np.float32(7.0558025e-07)]"
2,2,"[np.float32(0.0062201545), np.float32(0.0009617927), np.float32(0.9925046), np.float32(0.00029625173), np.float32(1.7167027e-05)]"
2,2,"[np.float32(6.7617566e-06), np.float32(0.00016208542), np.float32(0.998628), np.float32(0.0011923965), np.float32(1.0815317e-05)]"
3,1,"[np.float32(0.005345404), np.float32(0.83466816), np.float32(0.13770369), np.float32(0.021147216), np.float32(0.001135455)]"
2,2,"[np.float32(1.11717384e-07), np.float32(1.0967935e-06), np.float32(0.9999963), np.float32(2.2531306e-06), np.float32(2.4873862e-07)]"
2,2,"[np.float32(7.195678e-06), np.float32(1.687248e-05), np.float32(0.999866), np.float32(9.4474824e-05), np.float32(1.5376081e-05)]"
3,3,"[np.float32(4.8744478e-06), np.float32(3.5262915e-06), np.float32(0.0004502533), np.float32(0.99953735), np.float32(4.0894774e-06)]"
2,2,"[np.float32(3.0477015e-05), np.float32(0.00031013), np.float32(0.9996462), np.float32(1.1052032e-05), np.float32(2.1699097e-06)]"
1,1,"[np.float32(2.3984126e-06), np.float32(0.9978631), np.float32(0.0021318006), np.float32(1.2806009e-06), np.float32(1.4186184e-06)]"
2,2,"[np.float32(9.630924e-06), np.float32(0.0054719653), np.float32(0.9944944), np.float32(1.8948245e-05), np.float32(5.0284084e-06)]"
2,2,"[np.float32(1.1462794e-07), np.float32(1.3504339e-06), np.float32(0.99999595), np.float32(2.0199545e-06), np.float32(6.1077463e-07)]"
2,2,"[np.float32(0.0005565824), np.float32(0.000103970444), np.float32(0.98296815), np.float32(0.008224472), np.float32(0.008146854)]"
2,2,"[np.float32(1.6113911e-06), np.float32(7.255448e-06), np.float32(0.99988127), np.float32(9.958766e-05), np.float32(1.0262057e-05)]"
2,2,"[np.float32(0.00016824479), np.float32(0.0034094441), np.float32(0.7910339), np.float32(0.20387967), np.float32(0.0015086639)]"
1,1,"[np.float32(4.4168797e-08), np.float32(0.99999833), np.float32(1.6960989e-06), np.float32(2.84183e-09), np.float32(1.6876843e-08)]"
2,2,"[np.float32(2.2903482e-06), np.float32(1.2092498e-05), np.float32(0.9999621), np.float32(2.1383248e-05), np.float32(2.0919013e-06)]"
2,2,"[np.float32(1.876438e-05), np.float32(5.2319945e-05), np.float32(0.999681), np.float32(0.00023617051), np.float32(1.1738921e-05)]"
3,3,"[np.float32(2.0859343e-08), np.float32(8.968857e-09), np.float32(5.1144156e-07), np.float32(0.99999905), np.float32(3.128214e-07)]"
2,2,"[np.float32(1.978906e-06), np.float32(4.3625646e-06), np.float32(0.99999106), np.float32(5.3828444e-07), np.float32(1.9822037e-06)]"
3,3,"[np.float32(2.4675862e-06), np.float32(3.1433217e-06), np.float32(0.000103329556), np.float32(0.99986875), np.float32(2.224696e-05)]"
0,0,"[np.float32(0.999882), np.float32(8.1296566e-05), np.float32(2.8220478e-05), np.float32(3.5904222e-06), np.float32(4.85266e-06)]"
2,2,"[np.float32(1.8023191e-05), np.float32(8.499988e-06), np.float32(0.999403), np.float32(0.0005663102), np.float32(4.1160765e-06)]"
3,3,"[np.float32(5.6137296e-08), np.float32(5.87651e-08), np.float32(9.270475e-08), np.float32(0.99999964), np.float32(5.970418e-08)]"
3,3,"[np.float32(3.0322433e-05), np.float32(1.2848366e-05), np.float32(0.009131502), np.float32(0.9907815), np.float32(4.3870496e-05)]"
2,2,"[np.float32(1.0047853e-05), np.float32(1.9969727e-06), np.float32(0.99992025), np.float32(2.6431848e-05), np.float32(4.1255997e-05)]"
2,3,"[np.float32(0.00028004873), np.float32(0.00068226486), np.float32(0.47545335), np.float32(0.52164274), np.float32(0.0019415759)]"
2,2,"[np.float32(8.302992e-06), np.float32(1.0340071e-05), np.float32(0.99984145), np.float32(0.00013284356), np.float32(7.0822425e-06)]"
3,3,"[np.float32(4.1264735e-07), np.float32(2.0973904e-07), np.float32(3.6988626e-05), np.float32(0.9999615), np.float32(8.427331e-07)]"
3,2,"[np.float32(0.0014419733), np.float32(0.0031009312), np.float32(0.97381353), np.float32(0.0052928533), np.float32(0.016350666)]"
2,2,"[np.float32(9.220692e-06), np.float32(0.004361537), np.float32(0.9952643), np.float32(0.00014047793), np.float32(0.00022447626)]"
3,3,"[np.float32(0.00020921775), np.float32(7.445318e-05), np.float32(0.006258571), np.float32(0.99325424), np.float32(0.00020356824)]"
1,1,"[np.float32(2.0600731e-07), np.float32(0.9999448), np.float32(4.0671057e-05), np.float32(1.2928248e-05), np.float32(1.457865e-06)]"
2,2,"[np.float32(3.7340403e-06), np.float32(1.7306409e-06), np.float32(0.99991465), np.float32(7.33789e-05), np.float32(6.4797273e-06)]"
2,2,"[np.float32(1.0664949e-06), np.float32(4.4971307e-06), np.float32(0.99997604), np.float32(1.794336e-05), np.float32(3.4898838e-07)]"
3,3,"[np.float32(0.00026049712), np.float32(0.008608453), np.float32(0.06058087), np.float32(0.93012536), np.float32(0.00042482544)]"
2,2,"[np.float32(9.5172857e-07), np.float32(3.9002157e-06), np.float32(0.999949), np.float32(4.6038218e-05), np.float32(1.7654e-07)]"
2,2,"[np.float32(5.559673e-06), np.float32(0.000295082), np.float32(0.9996972), np.float32(1.2883863e-06), np.float32(8.341214e-07)]"
4,4,"[np.float32(5.524826e-07), np.float32(6.5937246e-07), np.float32(5.5846044e-06), np.float32(1.0235459e-05), np.float32(0.99998295)]"
0,0,"[np.float32(0.9999912), np.float32(1.300072e-07), np.float32(3.4071377e-06), np.float32(4.68822e-06), np.float32(6.3587487e-07)]"
2,2,"[np.float32(4.1258747e-07), np.float32(1.490286e-06), np.float32(0.9999671), np.float32(4.8619113e-06), np.float32(2.605442e-05)]"
3,3,"[np.float32(4.492173e-08), np.float32(4.712626e-08), np.float32(1.3477086e-06), np.float32(0.99999845), np.float32(1.2961027e-07)]"
2,2,"[np.float32(0.0045183594), np.float32(0.00021155374), np.float32(0.97650665), np.float32(0.017589845), np.float32(0.0011736595)]"
1,1,"[np.float32(9.740987e-05), np.float32(0.99912184), np.float32(0.00050223136), np.float32(0.00025420496), np.float32(2.4266204e-05)]"
3,3,"[np.float32(0.00043605734), np.float32(0.14571522), np.float32(0.008780571), np.float32(0.8377529), np.float32(0.0073152343)]"
3,3,"[np.float32(0.0006407214), np.float32(0.006944804), np.float32(0.041706763), np.float32(0.94869876), np.float32(0.0020089247)]"
2,2,"[np.float32(6.1683903e-07), np.float32(1.7550972e-06), np.float32(0.99971074), np.float32(0.00028637206), np.float32(5.3335845e-07)]"
3,3,"[np.float32(3.2926167e-05), np.float32(0.005932685), np.float32(0.49416164), np.float32(0.4998012), np.float32(7.161826e-05)]"
1,1,"[np.float32(0.00015374493), np.float32(0.96881247), np.float32(0.003534908), np.float32(0.026842013), np.float32(0.0006567543)]"
2,1,"[np.float32(0.0030874084), np.float32(0.55389965), np.float32(0.32432684), np.float32(0.114665285), np.float32(0.00402079)]"
2,2,"[np.float32(3.0835356e-05), np.float32(0.0017155542), np.float32(0.99625236), np.float32(0.0017345056), np.float32(0.00026669863)]"
3,3,"[np.float32(5.4077236e-07), np.float32(4.0942956e-07), np.float32(1.2437076e-07), np.float32(0.9999989), np.float32(2.332698e-08)]"
2,2,"[np.float32(0.00011328944), np.float32(0.00011861631), np.float32(0.9994289), np.float32(0.0003256374), np.float32(1.3614773e-05)]"
2,2,"[np.float32(4.9976843e-05), np.float32(1.1491681e-05), np.float32(0.99979967), np.float32(6.8830974e-05), np.float32(7.000164e-05)]"
3,3,"[np.float32(1.2775239e-09), np.float32(1.6759011e-09), np.float32(4.8938507e-09), np.float32(1.0), np.float32(9.67297e-10)]"
3,3,"[np.float32(2.3421988e-05), np.float32(1.0134098e-05), np.float32(0.03068151), np.float32(0.96909225), np.float32(0.00019263766)]"
2,2,"[np.float32(3.622526e-05), np.float32(3.3544417e-05), np.float32(0.999915), np.float32(5.8563146e-06), np.float32(9.416656e-06)]"
3,3,"[np.float32(4.8234524e-06), np.float32(8.836257e-06), np.float32(4.1555562e-05), np.float32(0.9999417), np.float32(3.1307638e-06)]"
4,4,"[np.float32(2.0657537e-06), np.float32(8.282821e-07), np.float32(1.0877164e-06), np.float32(2.4627481e-05), np.float32(0.9999714)]"
2,2,"[np.float32(0.00018509664), np.float32(0.00022669628), np.float32(0.98889333), np.float32(0.00017441665), np.float32(0.010520452)]"
1,1,"[np.float32(8.449058e-08), np.float32(0.99999154), np.float32(6.1342544e-06), np.float32(2.1641938e-06), np.float32(1.106797e-07)]"
1,1,"[np.float32(3.519422e-06), np.float32(0.9999132), np.float32(5.5088844e-05), np.float32(6.9392568e-06), np.float32(2.1203345e-05)]"
1,1,"[np.float32(1.5255735e-05), np.float32(0.57538605), np.float32(0.00077870773), np.float32(0.42380348), np.float32(1.6566248e-05)]"
1,1,"[np.float32(5.608902e-08), np.float32(0.99999964), np.float32(3.8058602e-07), np.float32(5.0865077e-09), np.float32(5.9177786e-08)]"
3,3,"[np.float32(0.00019126141), np.float32(4.726085e-05), np.float32(0.00902518), np.float32(0.99064386), np.float32(9.2502094e-05)]"
2,2,"[np.float32(1.3646355e-05), np.float32(5.673366e-05), np.float32(0.99980706), np.float32(0.00011803907), np.float32(4.486327e-06)]"
3,3,"[np.float32(2.3172825e-05), np.float32(4.151294e-07), np.float32(3.157697e-06), np.float32(0.9999732), np.float32(1.0001737e-07)]"
1,1,"[np.float32(3.621557e-06), np.float32(0.99853706), np.float32(0.0013952781), np.float32(5.873422e-05), np.float32(5.398631e-06)]"
2,2,"[np.float32(1.0552458e-05), np.float32(2.43033e-05), np.float32(0.9999299), np.float32(1.5379966e-05), np.float32(1.9903233e-05)]"
2,2,"[np.float32(0.00092748104), np.float32(0.09037074), np.float32(0.9042502), np.float32(0.0043758806), np.float32(7.57764e-05)]"
1,1,"[np.float32(0.0006131993), np.float32(0.9427616), np.float32(0.046866897), np.float32(0.009698759), np.float32(5.9523332e-05)]"
2,2,"[np.float32(7.2135913e-06), np.float32(0.0008498218), np.float32(0.99911994), np.float32(1.9763651e-05), np.float32(3.243356e-06)]"
2,2,"[np.float32(0.0003926865), np.float32(7.112903e-05), np.float32(0.9995059), np.float32(2.7204813e-05), np.float32(3.0387462e-06)]"
3,3,"[np.float32(0.005532802), np.float32(0.0034340895), np.float32(0.03752598), np.float32(0.9525539), np.float32(0.0009532177)]"
2,2,"[np.float32(2.725162e-08), np.float32(4.284856e-07), np.float32(0.99999905), np.float32(3.3705882e-07), np.float32(6.555904e-08)]"
2,2,"[np.float32(0.00014261977), np.float32(3.7793143e-05), np.float32(0.9981793), np.float32(0.00048481076), np.float32(0.0011555066)]"
3,3,"[np.float32(6.0993338e-05), np.float32(2.2149177e-05), np.float32(0.008484226), np.float32(0.991418), np.float32(1.4685955e-05)]"
1,1,"[np.float32(2.1020833e-06), np.float32(0.9999796), np.float32(7.0777787e-06), np.float32(4.5600846e-06), np.float32(6.65694e-06)]"
1,1,"[np.float32(6.966247e-07), np.float32(0.99995625), np.float32(1.4381053e-05), np.float32(2.8349601e-05), np.float32(2.7888848e-07)]"
2,2,"[np.float32(1.3629731e-06), np.float32(9.784493e-06), np.float32(0.9999887), np.float32(9.938581e-09), np.float32(6.4510346e-08)]"
4,4,"[np.float32(2.1569294e-05), np.float32(0.0001483619), np.float32(0.00014373723), np.float32(0.000838749), np.float32(0.9988476)]"
2,2,"[np.float32(6.5815066e-06), np.float32(6.8981455e-05), np.float32(0.999913), np.float32(6.0013826e-06), np.float32(5.4557395e-06)]"
2,2,"[np.float32(1.9038915e-05), np.float32(0.00594197), np.float32(0.99390537), np.float32(1.6343442e-05), np.float32(0.00011724722)]"
1,1,"[np.float32(2.0793367e-07), np.float32(0.99994063), np.float32(5.6925688e-05), np.float32(1.4108186e-06), np.float32(6.842381e-07)]"
3,3,"[np.float32(2.6068187e-06), np.float32(9.606563e-07), np.float32(3.5790796e-05), np.float32(0.99995315), np.float32(7.480147e-06)]"
2,2,"[np.float32(4.711875e-05), np.float32(6.3879714e-05), np.float32(0.99059695), np.float32(0.008970942), np.float32(0.0003211291)]"
2,2,"[np.float32(1.649266e-06), np.float32(1.2282362e-06), np.float32(0.99999297), np.float32(2.5526922e-06), np.float32(1.6294003e-06)]"
2,2,"[np.float32(2.815867e-05), np.float32(0.0060572266), np.float32(0.984769), np.float32(0.009086035), np.float32(5.9647682e-05)]"
3,3,"[np.float32(2.0695179e-08), np.float32(2.00614e-08), np.float32(1.4290524e-08), np.float32(1.0), np.float32(1.2626386e-08)]"
3,3,"[np.float32(9.711593e-09), np.float32(3.952133e-09), np.float32(3.7894242e-08), np.float32(1.0), np.float32(2.1381007e-08)]"
2,2,"[np.float32(0.0011244827), np.float32(0.00044221722), np.float32(0.996887), np.float32(0.0014853933), np.float32(6.096289e-05)]"
2,3,"[np.float32(0.00017414815), np.float32(0.00038954348), np.float32(0.28555337), np.float32(0.7125399), np.float32(0.0013429697)]"
2,2,"[np.float32(2.026251e-06), np.float32(4.389518e-06), np.float32(0.99997544), np.float32(1.6491796e-05), np.float32(1.6927312e-06)]"
2,2,"[np.float32(3.7520495e-05), np.float32(0.00017556454), np.float32(0.9993175), np.float32(9.7717886e-05), np.float32(0.00037163254)]"
0,0,"[np.float32(0.99999034), np.float32(1.9132613e-06), np.float32(3.4291318e-06), np.float32(3.6683866e-06), np.float32(6.218757e-07)]"
3,3,"[np.float32(0.00065319904), np.float32(0.001973294), np.float32(0.20642798), np.float32(0.790458), np.float32(0.00048741704)]"
1,1,"[np.float32(0.09174521), np.float32(0.81005186), np.float32(0.057380937), np.float32(0.002068517), np.float32(0.038753398)]"
2,2,"[np.float32(0.00024061055), np.float32(0.014780941), np.float32(0.98496675), np.float32(4.144318e-06), np.float32(7.643859e-06)]"
0,0,"[np.float32(0.8297973), np.float32(0.16444398), np.float32(0.004367794), np.float32(0.0011020787), np.float32(0.00028879664)]"
2,2,"[np.float32(0.0009340559), np.float32(0.00048970245), np.float32(0.9983393), np.float32(0.00021079465), np.float32(2.6128215e-05)]"
1,1,"[np.float32(9.58821e-05), np.float32(0.9302763), np.float32(0.06926953), np.float32(0.0002902593), np.float32(6.8100846e-05)]"
3,3,"[np.float32(7.3371484e-05), np.float32(1.7594468e-05), np.float32(0.19188541), np.float32(0.80756694), np.float32(0.0004567152)]"
2,2,"[np.float32(1.9818103e-06), np.float32(0.00019791945), np.float32(0.9997067), np.float32(8.941831e-05), np.float32(4.0694604e-06)]"
1,1,"[np.float32(7.5553603e-06), np.float32(0.99970883), np.float32(0.00017311776), np.float32(0.00010362771), np.float32(6.7488218e-06)]"
2,2,"[np.float32(3.1665436e-08), np.float32(8.3716145e-08), np.float32(0.99999964), np.float32(2.4194287e-07), np.float32(5.266555e-08)]"
3,3,"[np.float32(1.2315312e-06), np.float32(6.8803075e-07), np.float32(8.527737e-07), np.float32(0.99999034), np.float32(6.9552693e-06)]"
2,2,"[np.float32(2.494681e-05), np.float32(0.00010488747), np.float32(0.99770325), np.float32(0.0020638504), np.float32(0.00010299638)]"
3,3,"[np.float32(4.6687256e-07), np.float32(3.690203e-07), np.float32(1.4352278e-07), np.float32(0.99999905), np.float32(2.31466e-08)]"
2,2,"[np.float32(2.351289e-05), np.float32(9.708947e-05), np.float32(0.9978404), np.float32(0.0009797912), np.float32(0.0010591927)]"
2,2,"[np.float32(3.7888435e-07), np.float32(3.1322804e-06), np.float32(0.99999404), np.float32(6.5364344e-07), np.float32(1.8658022e-06)]"
2,2,"[np.float32(4.4729472e-06), np.float32(5.869911e-05), np.float32(0.9998969), np.float32(3.81348e-05), np.float32(1.8164853e-06)]"
4,4,"[np.float32(0.0001588919), np.float32(0.00013095168), np.float32(0.21794131), np.float32(0.12902568), np.float32(0.65274316)]"
2,2,"[np.float32(6.599124e-07), np.float32(5.776249e-07), np.float32(0.99924743), np.float32(0.0007502635), np.float32(1.1521355e-06)]"
2,2,"[np.float32(4.7356803e-05), np.float32(3.359891e-05), np.float32(0.99901426), np.float32(0.00089551054), np.float32(9.321711e-06)]"
2,2,"[np.float32(0.00034035504), np.float32(9.3224924e-05), np.float32(0.87286466), np.float32(0.12667091), np.float32(3.083066e-05)]"
2,2,"[np.float32(1.0023404e-06), np.float32(6.406532e-06), np.float32(0.9999126), np.float32(7.911664e-05), np.float32(8.886089e-07)]"
2,2,"[np.float32(2.282563e-06), np.float32(6.2402896e-06), np.float32(0.99993014), np.float32(2.1181027e-05), np.float32(4.019376e-05)]"
4,1,"[np.float32(0.0008232384), np.float32(0.8830472), np.float32(0.02262818), np.float32(0.09322843), np.float32(0.00027298438)]"
3,3,"[np.float32(0.000110110195), np.float32(0.00017006756), np.float32(0.020954961), np.float32(0.9783061), np.float32(0.00045882224)]"
3,3,"[np.float32(1.6391849e-07), np.float32(1.1789065e-07), np.float32(5.440494e-07), np.float32(0.99999905), np.float32(1.4400594e-07)]"
3,3,"[np.float32(4.1079893e-05), np.float32(0.00011734223), np.float32(0.07621546), np.float32(0.9228604), np.float32(0.0007657135)]"
2,2,"[np.float32(4.2845463e-06), np.float32(6.0797784e-06), np.float32(0.99979657), np.float32(0.00018676784), np.float32(6.3049965e-06)]"
1,1,"[np.float32(0.0007710676), np.float32(0.8068334), np.float32(0.19072805), np.float32(0.0016141714), np.float32(5.339458e-05)]"
3,3,"[np.float32(3.6160214e-05), np.float32(6.0243896e-05), np.float32(0.0029544001), np.float32(0.9969343), np.float32(1.48058425e-05)]"
4,4,"[np.float32(2.3843652e-06), np.float32(2.8756315e-07), np.float32(6.846156e-06), np.float32(1.7641058e-05), np.float32(0.9999728)]"
2,2,"[np.float32(5.442653e-06), np.float32(2.8656132e-06), np.float32(0.9999844), np.float32(3.8628104e-06), np.float32(3.4027664e-06)]"
1,1,"[np.float32(5.3764218e-08), np.float32(0.9999993), np.float32(5.0721246e-07), np.float32(6.212005e-08), np.float32(9.425427e-08)]"
2,2,"[np.float32(0.0026660955), np.float32(0.033049114), np.float32(0.94962764), np.float32(0.009869047), np.float32(0.0047881105)]"
2,2,"[np.float32(3.5802182e-06), np.float32(2.6871134e-05), np.float32(0.9998111), np.float32(0.00015500875), np.float32(3.4399143e-06)]"
2,2,"[np.float32(2.41823e-06), np.float32(4.1266558e-06), np.float32(0.9999727), np.float32(1.6484757e-05), np.float32(4.253437e-06)]"
1,1,"[np.float32(1.5252247e-05), np.float32(0.9962793), np.float32(0.00022888527), np.float32(0.0034693007), np.float32(7.3932997e-06)]"
1,1,"[np.float32(6.418665e-08), np.float32(0.9999994), np.float32(1.1706331e-07), np.float32(2.0107504e-07), np.float32(1.569013e-07)]"
2,2,"[np.float32(1.9303856e-05), np.float32(2.2650927e-05), np.float32(0.9994068), np.float32(0.00033832664), np.float32(0.00021293467)]"
1,1,"[np.float32(0.00016540504), np.float32(0.9706364), np.float32(0.01538569), np.float32(0.013732505), np.float32(7.9954e-05)]"
3,3,"[np.float32(1.7899854e-06), np.float32(4.8754346e-06), np.float32(0.00011314584), np.float32(0.9998779), np.float32(2.2276602e-06)]"
3,3,"[np.float32(4.4497705e-07), np.float32(1.7309611e-07), np.float32(4.2981554e-08), np.float32(0.99999917), np.float32(1.08815485e-07)]"
3,3,"[np.float32(7.0407664e-06), np.float32(2.3038508e-06), np.float32(0.004210947), np.float32(0.9957431), np.float32(3.6535883e-05)]"
