True_Label,Predicted_Label,Class_Probabilities
3,3,"[np.float32(3.0147041e-06), np.float32(4.596454e-06), np.float32(5.6456614e-05), np.float32(0.99993384), np.float32(2.1460717e-06)]"
2,2,"[np.float32(4.6517202e-06), np.float32(2.7268134e-06), np.float32(0.99997246), np.float32(1.0226199e-05), np.float32(9.896989e-06)]"
1,1,"[np.float32(3.5566102e-06), np.float32(0.9984598), np.float32(0.0009849431), np.float32(0.00054767774), np.float32(4.0829386e-06)]"
3,3,"[np.float32(8.1558486e-05), np.float32(0.00011198231), np.float32(0.0005138973), np.float32(0.99923277), np.float32(5.9823255e-05)]"
2,2,"[np.float32(3.690146e-05), np.float32(0.0007532656), np.float32(0.99917704), np.float32(1.7722457e-05), np.float32(1.4996654e-05)]"
4,3,"[np.float32(2.1270344e-07), np.float32(9.797412e-07), np.float32(6.358346e-05), np.float32(0.9999268), np.float32(8.442641e-06)]"
1,1,"[np.float32(7.617067e-05), np.float32(0.9971776), np.float32(0.0013896602), np.float32(0.001220778), np.float32(0.00013572274)]"
1,1,"[np.float32(0.00013889749), np.float32(0.92181665), np.float32(0.05645665), np.float32(0.017927341), np.float32(0.0036605452)]"
2,2,"[np.float32(0.00023312618), np.float32(5.8403453e-05), np.float32(0.9959693), np.float32(0.0036263824), np.float32(0.000112930444)]"
2,2,"[np.float32(4.8927734e-07), np.float32(5.322913e-06), np.float32(0.99999046), np.float32(3.170192e-06), np.float32(4.2810902e-07)]"
2,2,"[np.float32(3.2199183e-05), np.float32(0.001901007), np.float32(0.99529546), np.float32(0.0027465592), np.float32(2.4663308e-05)]"
3,3,"[np.float32(3.336174e-06), np.float32(4.0444584e-06), np.float32(0.0011755317), np.float32(0.99881375), np.float32(3.3699096e-06)]"
1,1,"[np.float32(8.193004e-07), np.float32(0.99994874), np.float32(4.900223e-05), np.float32(1.0701223e-06), np.float32(3.1286834e-07)]"
3,3,"[np.float32(1.3396229e-09), np.float32(3.789218e-10), np.float32(1.8478001e-09), np.float32(1.0), np.float32(1.0033887e-09)]"
2,2,"[np.float32(2.3809875e-05), np.float32(0.00013997739), np.float32(0.99642676), np.float32(0.0033794928), np.float32(2.9951241e-05)]"
2,2,"[np.float32(1.1225588e-05), np.float32(7.6234655e-06), np.float32(0.99990594), np.float32(4.5506273e-05), np.float32(2.973114e-05)]"
2,2,"[np.float32(1.3226905e-06), np.float32(2.8262266e-06), np.float32(0.99997365), np.float32(1.8825192e-05), np.float32(3.3703495e-06)]"
2,2,"[np.float32(2.9891988e-05), np.float32(0.013762193), np.float32(0.9853747), np.float32(0.0007799308), np.float32(5.3223317e-05)]"
3,3,"[np.float32(1.7462395e-06), np.float32(1.2006954e-07), np.float32(3.3995686e-05), np.float32(0.99996006), np.float32(4.019924e-06)]"
2,2,"[np.float32(0.0049243085), np.float32(0.27107638), np.float32(0.62644), np.float32(0.094720975), np.float32(0.0028383052)]"
2,2,"[np.float32(0.00020332732), np.float32(7.960932e-05), np.float32(0.9857919), np.float32(0.013282761), np.float32(0.00064229185)]"
3,3,"[np.float32(1.9600706e-05), np.float32(0.00018712624), np.float32(0.021225825), np.float32(0.9784963), np.float32(7.1128015e-05)]"
3,3,"[np.float32(8.710672e-05), np.float32(0.00030011364), np.float32(0.00054952427), np.float32(0.9989674), np.float32(9.590835e-05)]"
1,1,"[np.float32(9.3704153e-07), np.float32(0.9999739), np.float32(1.9917496e-05), np.float32(4.5754e-06), np.float32(6.702183e-07)]"
2,2,"[np.float32(8.061192e-06), np.float32(3.3500498e-06), np.float32(0.9998776), np.float32(8.957075e-05), np.float32(2.142261e-05)]"
1,2,"[np.float32(0.0018642428), np.float32(0.20033957), np.float32(0.79558134), np.float32(0.0016399166), np.float32(0.000575061)]"
2,2,"[np.float32(0.00069595716), np.float32(0.00017347683), np.float32(0.99686474), np.float32(0.0014553407), np.float32(0.00081048656)]"
2,2,"[np.float32(1.5847616e-05), np.float32(7.0763585e-05), np.float32(0.8734689), np.float32(0.12636949), np.float32(7.497726e-05)]"
1,1,"[np.float32(7.11774e-08), np.float32(0.9999994), np.float32(5.2515946e-07), np.float32(2.631774e-08), np.float32(8.022172e-09)]"
1,2,"[np.float32(0.0010412977), np.float32(0.13687715), np.float32(0.8602775), np.float32(0.0016943177), np.float32(0.00010972748)]"
2,2,"[np.float32(1.0305671e-05), np.float32(0.00010723364), np.float32(0.99956757), np.float32(7.1846756e-05), np.float32(0.00024312818)]"
3,3,"[np.float32(1.7180957e-05), np.float32(6.596682e-05), np.float32(5.475553e-05), np.float32(0.9998487), np.float32(1.3392147e-05)]"
3,3,"[np.float32(6.1941168e-09), np.float32(2.754795e-09), np.float32(9.7172075e-09), np.float32(1.0), np.float32(4.432405e-09)]"
3,3,"[np.float32(0.0028847323), np.float32(0.0009186415), np.float32(0.2708089), np.float32(0.65165865), np.float32(0.073729075)]"
2,2,"[np.float32(0.00044812608), np.float32(0.0010550199), np.float32(0.6882954), np.float32(0.3099794), np.float32(0.0002219227)]"
2,2,"[np.float32(1.4404835e-06), np.float32(8.063298e-07), np.float32(0.99991727), np.float32(4.847426e-05), np.float32(3.1964544e-05)]"
3,1,"[np.float32(0.00082384766), np.float32(0.7575009), np.float32(0.010170324), np.float32(0.23131666), np.float32(0.00018829152)]"
1,1,"[np.float32(1.6820186e-06), np.float32(0.99990845), np.float32(7.5707154e-05), np.float32(4.1596068e-06), np.float32(1.0040952e-05)]"
2,2,"[np.float32(0.00023492314), np.float32(0.022574944), np.float32(0.7319858), np.float32(0.24466603), np.float32(0.00053831335)]"
2,2,"[np.float32(0.00022138235), np.float32(0.00080307137), np.float32(0.5812134), np.float32(0.4135742), np.float32(0.0041879243)]"
2,2,"[np.float32(9.354163e-05), np.float32(0.0049205953), np.float32(0.99291795), np.float32(0.0019882233), np.float32(7.969984e-05)]"
1,1,"[np.float32(4.1390672e-07), np.float32(0.9999474), np.float32(3.8223574e-05), np.float32(1.3637758e-05), np.float32(3.8819428e-07)]"
1,1,"[np.float32(6.584258e-07), np.float32(0.9998909), np.float32(0.00010814058), np.float32(1.7050084e-07), np.float32(9.152567e-08)]"
2,2,"[np.float32(1.5957772e-05), np.float32(3.0804204e-05), np.float32(0.99890196), np.float32(0.0009353076), np.float32(0.000115814975)]"
3,3,"[np.float32(0.0027774756), np.float32(0.3948773), np.float32(0.014579806), np.float32(0.5872183), np.float32(0.0005471534)]"
1,1,"[np.float32(7.244385e-05), np.float32(0.99574596), np.float32(0.004104094), np.float32(3.9011335e-05), np.float32(3.8420738e-05)]"
4,2,"[np.float32(0.003212559), np.float32(0.0374818), np.float32(0.5438479), np.float32(0.015021799), np.float32(0.40043598)]"
2,2,"[np.float32(7.271497e-05), np.float32(1.9425817e-05), np.float32(0.99394715), np.float32(0.005912684), np.float32(4.8020793e-05)]"
1,1,"[np.float32(2.302972e-05), np.float32(0.9955422), np.float32(0.0042866683), np.float32(0.000101954734), np.float32(4.616232e-05)]"
2,2,"[np.float32(1.1231371e-07), np.float32(8.800859e-07), np.float32(0.99999857), np.float32(3.0111795e-07), np.float32(9.439237e-08)]"
2,2,"[np.float32(4.1476783e-06), np.float32(2.185323e-06), np.float32(0.9999349), np.float32(5.679955e-05), np.float32(1.8708499e-06)]"
4,4,"[np.float32(9.962597e-06), np.float32(0.00010505298), np.float32(2.0879064e-05), np.float32(5.9104386e-06), np.float32(0.99985814)]"
2,2,"[np.float32(9.123401e-06), np.float32(3.900367e-05), np.float32(0.99936384), np.float32(0.00057981245), np.float32(8.235762e-06)]"
2,2,"[np.float32(0.00050364155), np.float32(0.0005267584), np.float32(0.9852482), np.float32(0.01135989), np.float32(0.00236156)]"
1,1,"[np.float32(6.689454e-07), np.float32(0.99997926), np.float32(1.9417212e-05), np.float32(4.8986567e-07), np.float32(1.1964877e-07)]"
2,2,"[np.float32(0.00016213409), np.float32(0.0003484129), np.float32(0.99892694), np.float32(0.0005483514), np.float32(1.416327e-05)]"
3,3,"[np.float32(3.270565e-06), np.float32(5.3998536e-07), np.float32(0.00023561784), np.float32(0.999728), np.float32(3.2556734e-05)]"
2,3,"[np.float32(0.0008324448), np.float32(5.7808444e-05), np.float32(0.36064836), np.float32(0.63794726), np.float32(0.0005140557)]"
3,3,"[np.float32(0.00089661696), np.float32(0.006997029), np.float32(0.12621526), np.float32(0.8654862), np.float32(0.00040497183)]"
1,1,"[np.float32(8.8706256e-05), np.float32(0.97875696), np.float32(0.0060722926), np.float32(0.0149890175), np.float32(9.3028015e-05)]"
2,1,"[np.float32(4.158544e-05), np.float32(0.9747863), np.float32(0.024022007), np.float32(0.0011430235), np.float32(7.214704e-06)]"
3,2,"[np.float32(0.00030644634), np.float32(0.0018154971), np.float32(0.9794297), np.float32(0.018218251), np.float32(0.00023013754)]"
2,2,"[np.float32(0.0015844879), np.float32(0.00021584111), np.float32(0.9309622), np.float32(0.06569548), np.float32(0.0015420665)]"
2,2,"[np.float32(0.0013410479), np.float32(0.0020444472), np.float32(0.9929508), np.float32(0.0035760475), np.float32(8.766059e-05)]"
2,2,"[np.float32(4.009061e-06), np.float32(2.662469e-05), np.float32(0.99993014), np.float32(3.2223677e-05), np.float32(7.048976e-06)]"
2,3,"[np.float32(0.0004352608), np.float32(0.012447262), np.float32(0.38909817), np.float32(0.59763616), np.float32(0.0003832127)]"
3,3,"[np.float32(7.059373e-07), np.float32(4.1510762e-07), np.float32(3.2661537e-05), np.float32(0.9999646), np.float32(1.7004762e-06)]"
1,1,"[np.float32(3.604452e-05), np.float32(0.99792224), np.float32(0.00036494434), np.float32(0.0016479446), np.float32(2.8780914e-05)]"
2,2,"[np.float32(4.114043e-05), np.float32(8.70609e-05), np.float32(0.99227), np.float32(0.0074554686), np.float32(0.00014634007)]"
3,3,"[np.float32(1.45245105e-08), np.float32(1.1430814e-08), np.float32(1.3825675e-07), np.float32(0.9999999), np.float32(5.585769e-08)]"
2,2,"[np.float32(9.5536976e-05), np.float32(0.00014738287), np.float32(0.9704333), np.float32(0.028987123), np.float32(0.00033659174)]"
1,1,"[np.float32(2.48945e-06), np.float32(0.9999517), np.float32(1.45156355e-05), np.float32(2.4525627e-05), np.float32(6.691551e-06)]"
3,3,"[np.float32(1.2329805e-05), np.float32(4.8907814e-06), np.float32(0.0044728294), np.float32(0.9951951), np.float32(0.0003148993)]"
2,1,"[np.float32(0.00049825094), np.float32(0.9329907), np.float32(0.05086547), np.float32(0.014796496), np.float32(0.0008491121)]"
2,2,"[np.float32(0.00021213699), np.float32(0.00019989489), np.float32(0.8474017), np.float32(0.15172854), np.float32(0.00045770142)]"
3,2,"[np.float32(0.00049097626), np.float32(0.0013757366), np.float32(0.76138705), np.float32(0.23626769), np.float32(0.000478531)]"
3,3,"[np.float32(8.282319e-10), np.float32(6.0786437e-10), np.float32(4.598979e-09), np.float32(1.0), np.float32(1.5555466e-09)]"
1,1,"[np.float32(1.3521866e-07), np.float32(0.9999839), np.float32(4.5487673e-06), np.float32(1.087069e-05), np.float32(5.716027e-07)]"
3,3,"[np.float32(7.006549e-05), np.float32(0.00017372843), np.float32(0.12392678), np.float32(0.87581456), np.float32(1.4812883e-05)]"
3,3,"[np.float32(0.00028292264), np.float32(0.023248915), np.float32(0.005354823), np.float32(0.9641018), np.float32(0.0070114713)]"
3,3,"[np.float32(2.4188221e-08), np.float32(6.6181176e-09), np.float32(6.3457577e-07), np.float32(0.9999993), np.float32(1.0598337e-08)]"
2,2,"[np.float32(5.2021554e-05), np.float32(6.4629225e-05), np.float32(0.99973303), np.float32(0.00013901669), np.float32(1.12889265e-05)]"
2,2,"[np.float32(2.8925711e-05), np.float32(1.5391615e-05), np.float32(0.99051917), np.float32(0.0094156135), np.float32(2.0937267e-05)]"
2,2,"[np.float32(1.0260227e-06), np.float32(4.178871e-06), np.float32(0.999876), np.float32(0.000118561344), np.float32(1.6918457e-07)]"
2,2,"[np.float32(0.000891786), np.float32(0.010555036), np.float32(0.90427047), np.float32(0.003977866), np.float32(0.08030488)]"
2,2,"[np.float32(1.8910142e-06), np.float32(0.00016609786), np.float32(0.99975485), np.float32(2.6438947e-05), np.float32(5.0705174e-05)]"
2,2,"[np.float32(4.736854e-06), np.float32(7.886562e-05), np.float32(0.9998838), np.float32(2.769637e-05), np.float32(5.032487e-06)]"
3,3,"[np.float32(0.005882631), np.float32(0.0207189), np.float32(0.15956579), np.float32(0.81048846), np.float32(0.0033442343)]"
3,3,"[np.float32(6.497998e-05), np.float32(1.8495166e-05), np.float32(0.0023925328), np.float32(0.9975097), np.float32(1.4277215e-05)]"
0,0,"[np.float32(0.99999297), np.float32(1.582103e-06), np.float32(2.2922504e-06), np.float32(2.26855e-06), np.float32(9.3966884e-07)]"
0,2,"[np.float32(0.071347654), np.float32(0.025331179), np.float32(0.902277), np.float32(0.0009230454), np.float32(0.00012115113)]"
1,1,"[np.float32(1.1885624e-05), np.float32(0.9818864), np.float32(0.018075282), np.float32(3.9928655e-06), np.float32(2.239847e-05)]"
2,2,"[np.float32(4.7091767e-06), np.float32(1.6236272e-05), np.float32(0.99981636), np.float32(0.00016210707), np.float32(6.518976e-07)]"
3,3,"[np.float32(1.6368984e-05), np.float32(2.4556075e-05), np.float32(0.00062146556), np.float32(0.99931777), np.float32(1.986591e-05)]"
3,3,"[np.float32(1.0247526e-05), np.float32(7.5385115e-06), np.float32(0.00022911512), np.float32(0.99972886), np.float32(2.4178697e-05)]"
2,2,"[np.float32(3.226697e-07), np.float32(3.5941693e-07), np.float32(0.99999285), np.float32(2.6699272e-06), np.float32(3.8705575e-06)]"
1,2,"[np.float32(0.00049285695), np.float32(0.23658419), np.float32(0.41856265), np.float32(0.34292486), np.float32(0.0014353835)]"
4,4,"[np.float32(2.7239861e-05), np.float32(1.9759673e-05), np.float32(0.0004156747), np.float32(0.0014297727), np.float32(0.99810755)]"
1,1,"[np.float32(0.00037228756), np.float32(0.9539501), np.float32(0.044370435), np.float32(0.0012479257), np.float32(5.910886e-05)]"
1,1,"[np.float32(6.459909e-08), np.float32(0.9999995), np.float32(1.5232378e-07), np.float32(5.4542607e-08), np.float32(1.9033682e-07)]"
3,3,"[np.float32(7.888436e-06), np.float32(2.0121101e-06), np.float32(0.00015070642), np.float32(0.99982435), np.float32(1.5073279e-05)]"
2,2,"[np.float32(1.2197025e-05), np.float32(2.3985218e-05), np.float32(0.9995159), np.float32(0.00037156598), np.float32(7.633006e-05)]"
2,2,"[np.float32(0.0012365604), np.float32(0.0012620328), np.float32(0.9954852), np.float32(0.0018565459), np.float32(0.00015977774)]"
2,2,"[np.float32(6.2435424e-07), np.float32(2.5072302e-06), np.float32(0.99998736), np.float32(9.101918e-06), np.float32(4.5593345e-07)]"
2,2,"[np.float32(2.2446908e-05), np.float32(1.1585729e-05), np.float32(0.98361003), np.float32(0.016254729), np.float32(0.00010120495)]"
2,2,"[np.float32(3.855668e-06), np.float32(9.291544e-06), np.float32(0.9998884), np.float32(9.334955e-05), np.float32(5.1808533e-06)]"
3,3,"[np.float32(1.3634859e-06), np.float32(5.6178294e-07), np.float32(7.445599e-06), np.float32(0.9999815), np.float32(9.068775e-06)]"
2,2,"[np.float32(0.008789252), np.float32(0.028763328), np.float32(0.9055255), np.float32(0.05462067), np.float32(0.00230118)]"
1,1,"[np.float32(3.956371e-05), np.float32(0.9982494), np.float32(0.0015693055), np.float32(9.659828e-05), np.float32(4.5174213e-05)]"
2,2,"[np.float32(3.4856193e-06), np.float32(0.00017430118), np.float32(0.99918896), np.float32(1.6224552e-05), np.float32(0.00061702036)]"
2,2,"[np.float32(0.00010798096), np.float32(0.00020292535), np.float32(0.9984779), np.float32(0.00086755754), np.float32(0.00034364124)]"
3,3,"[np.float32(5.655735e-05), np.float32(0.0005343323), np.float32(0.011636821), np.float32(0.9857599), np.float32(0.0020123858)]"
2,2,"[np.float32(1.8666351e-05), np.float32(0.00010013914), np.float32(0.9997503), np.float32(0.00012214923), np.float32(8.705979e-06)]"
3,3,"[np.float32(5.593201e-07), np.float32(7.025931e-07), np.float32(1.9784522e-05), np.float32(0.99997866), np.float32(2.7711863e-07)]"
3,3,"[np.float32(5.4292427e-06), np.float32(6.224744e-05), np.float32(0.00016825396), np.float32(0.9997557), np.float32(8.305889e-06)]"
2,3,"[np.float32(0.0005741529), np.float32(0.0020380896), np.float32(0.07123523), np.float32(0.92608196), np.float32(7.056341e-05)]"
2,2,"[np.float32(1.2569977e-06), np.float32(3.518885e-06), np.float32(0.99998283), np.float32(9.663143e-06), np.float32(2.7548228e-06)]"
3,3,"[np.float32(0.00043103498), np.float32(0.09578465), np.float32(0.24359688), np.float32(0.65919113), np.float32(0.0009962572)]"
3,3,"[np.float32(7.034293e-05), np.float32(0.008733939), np.float32(0.014676128), np.float32(0.9764548), np.float32(6.4827975e-05)]"
3,3,"[np.float32(2.8692135e-05), np.float32(8.498964e-06), np.float32(0.00045324705), np.float32(0.9994161), np.float32(9.350908e-05)]"
2,2,"[np.float32(1.1497001e-06), np.float32(3.366838e-05), np.float32(0.99992824), np.float32(3.3246284e-05), np.float32(3.7129553e-06)]"
3,3,"[np.float32(1.6843933e-05), np.float32(0.0006363558), np.float32(0.0029140606), np.float32(0.9964044), np.float32(2.8337487e-05)]"
3,3,"[np.float32(8.773518e-05), np.float32(7.3925046e-05), np.float32(0.004261225), np.float32(0.99554956), np.float32(2.7588992e-05)]"
2,1,"[np.float32(0.0011600449), np.float32(0.9587098), np.float32(0.036116913), np.float32(0.0038021174), np.float32(0.0002112361)]"
2,2,"[np.float32(7.4361205e-06), np.float32(0.0001276134), np.float32(0.9998616), np.float32(2.0473276e-06), np.float32(1.2555206e-06)]"
2,2,"[np.float32(2.623916e-06), np.float32(1.6064799e-06), np.float32(0.9998016), np.float32(0.00013135224), np.float32(6.2883795e-05)]"
1,1,"[np.float32(2.8029659e-05), np.float32(0.98358613), np.float32(0.01628491), np.float32(7.5871e-05), np.float32(2.5141466e-05)]"
2,3,"[np.float32(0.00029608497), np.float32(0.00017269571), np.float32(0.33972), np.float32(0.65932477), np.float32(0.0004864336)]"
2,2,"[np.float32(9.881509e-07), np.float32(2.9004839e-06), np.float32(0.99995255), np.float32(4.292223e-05), np.float32(5.8684185e-07)]"
1,1,"[np.float32(1.3753014e-05), np.float32(0.99749255), np.float32(0.0024795204), np.float32(6.9126804e-06), np.float32(7.2900853e-06)]"
2,2,"[np.float32(0.00011094396), np.float32(0.062582016), np.float32(0.9308873), np.float32(0.006388843), np.float32(3.0947842e-05)]"
2,2,"[np.float32(4.446733e-06), np.float32(2.7748952e-06), np.float32(0.9999566), np.float32(3.0969146e-05), np.float32(5.108786e-06)]"
3,3,"[np.float32(0.0003291512), np.float32(0.0005802038), np.float32(0.00092615007), np.float32(0.9981211), np.float32(4.347761e-05)]"
1,1,"[np.float32(0.0003916151), np.float32(0.9318673), np.float32(0.06677363), np.float32(0.00014470889), np.float32(0.0008226856)]"
2,2,"[np.float32(1.6864058e-06), np.float32(6.209871e-07), np.float32(0.99999094), np.float32(6.4977658e-06), np.float32(2.0867103e-07)]"
2,2,"[np.float32(8.754405e-07), np.float32(2.78512e-06), np.float32(0.9999887), np.float32(7.241192e-06), np.float32(3.576409e-07)]"
1,1,"[np.float32(3.5936607e-06), np.float32(0.9999099), np.float32(2.3027045e-05), np.float32(6.0840674e-05), np.float32(2.693181e-06)]"
2,2,"[np.float32(5.889947e-06), np.float32(0.00067688094), np.float32(0.99897575), np.float32(0.00032280065), np.float32(1.8695484e-05)]"
1,1,"[np.float32(9.467086e-07), np.float32(0.99999523), np.float32(3.5446747e-06), np.float32(1.1051009e-07), np.float32(1.4125321e-07)]"
2,2,"[np.float32(0.00016571983), np.float32(0.00011310988), np.float32(0.9325753), np.float32(0.067020744), np.float32(0.00012515276)]"
1,1,"[np.float32(4.897197e-07), np.float32(0.9999958), np.float32(3.1262427e-06), np.float32(4.080513e-08), np.float32(6.212129e-07)]"
2,2,"[np.float32(0.0081647765), np.float32(0.017472463), np.float32(0.9164064), np.float32(0.045020495), np.float32(0.012935885)]"
1,0,"[np.float32(0.571597), np.float32(0.0015559561), np.float32(0.36644346), np.float32(0.059797592), np.float32(0.0006059423)]"
3,3,"[np.float32(8.109726e-06), np.float32(6.621703e-05), np.float32(0.0005739385), np.float32(0.99934596), np.float32(5.7608227e-06)]"
2,2,"[np.float32(9.283929e-05), np.float32(0.00013998864), np.float32(0.98709285), np.float32(0.012404104), np.float32(0.00027018355)]"
1,1,"[np.float32(1.7290672e-07), np.float32(0.9999782), np.float32(2.1062913e-05), np.float32(1.339093e-07), np.float32(4.6200537e-07)]"
1,1,"[np.float32(7.689763e-05), np.float32(0.9392091), np.float32(0.060551316), np.float32(0.0001116889), np.float32(5.0995677e-05)]"
3,3,"[np.float32(3.52623e-07), np.float32(6.764753e-08), np.float32(1.4576146e-06), np.float32(0.9999981), np.float32(5.4745872e-08)]"
2,2,"[np.float32(2.9206996e-05), np.float32(8.3050465e-05), np.float32(0.99981767), np.float32(6.717517e-05), np.float32(2.8241398e-06)]"
2,2,"[np.float32(0.019844696), np.float32(0.02152458), np.float32(0.538239), np.float32(0.3801425), np.float32(0.04024916)]"
2,2,"[np.float32(2.7129684e-07), np.float32(4.6969055e-07), np.float32(0.99993324), np.float32(6.585253e-05), np.float32(2.1336513e-07)]"
1,1,"[np.float32(2.8161649e-05), np.float32(0.97347134), np.float32(0.026313946), np.float32(6.5755885e-05), np.float32(0.00012068573)]"
2,1,"[np.float32(0.00026914765), np.float32(0.8883102), np.float32(0.09734428), np.float32(0.01378843), np.float32(0.00028792064)]"
3,3,"[np.float32(0.0020479541), np.float32(0.0019781827), np.float32(0.2959918), np.float32(0.67437094), np.float32(0.025611127)]"
2,2,"[np.float32(0.0003695464), np.float32(0.00024938642), np.float32(0.99894565), np.float32(0.00012443395), np.float32(0.0003110224)]"
1,1,"[np.float32(8.227162e-06), np.float32(0.9995455), np.float32(0.00037045858), np.float32(4.433316e-05), np.float32(3.1485044e-05)]"
3,3,"[np.float32(1.1181331e-07), np.float32(1.4170259e-06), np.float32(1.6627699e-06), np.float32(0.9999963), np.float32(4.7155768e-07)]"
2,2,"[np.float32(9.665693e-06), np.float32(5.2223942e-05), np.float32(0.99964976), np.float32(0.0002105856), np.float32(7.783705e-05)]"
2,3,"[np.float32(0.0007614874), np.float32(0.004240137), np.float32(0.115880504), np.float32(0.87886435), np.float32(0.00025351573)]"
3,3,"[np.float32(2.3562758e-07), np.float32(7.4311636e-08), np.float32(1.5593861e-05), np.float32(0.99998355), np.float32(5.863476e-07)]"
1,1,"[np.float32(3.197181e-07), np.float32(0.9999825), np.float32(6.7452893e-06), np.float32(1.419526e-06), np.float32(8.959916e-06)]"
2,2,"[np.float32(5.7398506e-06), np.float32(4.0945608e-05), np.float32(0.9989341), np.float32(0.0010042994), np.float32(1.4927735e-05)]"
4,4,"[np.float32(1.0417669e-05), np.float32(1.5153268e-05), np.float32(0.00012689698), np.float32(1.4844016e-05), np.float32(0.99983263)]"
2,2,"[np.float32(1.3159982e-06), np.float32(1.060323e-05), np.float32(0.999969), np.float32(8.313242e-06), np.float32(1.0765494e-05)]"
3,3,"[np.float32(1.1340818e-06), np.float32(8.000135e-08), np.float32(3.87215e-07), np.float32(0.99999845), np.float32(2.551146e-08)]"
3,3,"[np.float32(2.358568e-08), np.float32(2.0477687e-08), np.float32(2.1311788e-08), np.float32(0.9999999), np.float32(1.5080992e-08)]"
2,1,"[np.float32(0.0006974233), np.float32(0.6878455), np.float32(0.30657792), np.float32(0.0010874727), np.float32(0.003791765)]"
3,3,"[np.float32(1.1735605e-06), np.float32(7.814791e-06), np.float32(4.504489e-05), np.float32(0.99993956), np.float32(6.4429037e-06)]"
2,2,"[np.float32(1.101603e-06), np.float32(2.1847945e-06), np.float32(0.9999906), np.float32(3.779352e-06), np.float32(2.2909464e-06)]"
2,2,"[np.float32(2.1653306e-05), np.float32(4.4459666e-05), np.float32(0.99973804), np.float32(0.00014081821), np.float32(5.4935605e-05)]"
3,3,"[np.float32(4.1896433e-06), np.float32(8.4612024e-05), np.float32(1.2066972e-05), np.float32(0.99988604), np.float32(1.3075434e-05)]"
4,4,"[np.float32(3.5025013e-07), np.float32(7.9831244e-07), np.float32(1.8872256e-06), np.float32(7.435103e-07), np.float32(0.9999962)]"
3,3,"[np.float32(0.0026396166), np.float32(0.004066426), np.float32(0.06207645), np.float32(0.90160626), np.float32(0.029611219)]"
2,2,"[np.float32(0.001393455), np.float32(0.2533124), np.float32(0.7451542), np.float32(5.530976e-05), np.float32(8.455556e-05)]"
1,3,"[np.float32(0.005799998), np.float32(0.40592855), np.float32(0.011966277), np.float32(0.571829), np.float32(0.004476227)]"
2,2,"[np.float32(0.0002657724), np.float32(5.5226545e-05), np.float32(0.99842274), np.float32(8.1748156e-05), np.float32(0.001174541)]"
3,3,"[np.float32(2.589557e-06), np.float32(1.3104882e-05), np.float32(0.0002705034), np.float32(0.99970573), np.float32(7.960127e-06)]"
3,3,"[np.float32(9.671423e-07), np.float32(8.623956e-07), np.float32(1.1547593e-06), np.float32(0.9999931), np.float32(3.8864155e-06)]"
0,0,"[np.float32(0.9999882), np.float32(2.0164973e-06), np.float32(6.8266427e-06), np.float32(2.1970416e-06), np.float32(8.0135874e-07)]"
2,2,"[np.float32(2.7069962e-05), np.float32(1.0415708e-05), np.float32(0.9990994), np.float32(0.0008218112), np.float32(4.1285937e-05)]"
1,1,"[np.float32(2.798327e-06), np.float32(0.99983084), np.float32(1.4491145e-05), np.float32(0.00015091438), np.float32(8.9609887e-07)]"
2,2,"[np.float32(0.0010192819), np.float32(0.03309991), np.float32(0.8812936), np.float32(0.07691522), np.float32(0.0076720435)]"
3,3,"[np.float32(2.9136652e-08), np.float32(1.0013185e-08), np.float32(8.12255e-08), np.float32(0.9999999), np.float32(4.7239993e-08)]"
3,3,"[np.float32(4.790541e-07), np.float32(6.849754e-06), np.float32(1.0155819e-05), np.float32(0.9999814), np.float32(1.0656426e-06)]"
1,1,"[np.float32(3.7898621e-07), np.float32(0.999992), np.float32(6.4523915e-06), np.float32(7.416985e-07), np.float32(5.1971546e-07)]"
2,2,"[np.float32(8.59845e-06), np.float32(3.6896807e-05), np.float32(0.98763406), np.float32(0.012304843), np.float32(1.5689684e-05)]"
3,3,"[np.float32(2.2569288e-06), np.float32(8.159723e-07), np.float32(2.7109052e-05), np.float32(0.9998677), np.float32(0.00010220005)]"
1,1,"[np.float32(1.4380565e-07), np.float32(0.9999558), np.float32(4.3776618e-05), np.float32(2.5839734e-07), np.float32(1.6870018e-07)]"
2,2,"[np.float32(0.00013512667), np.float32(0.00013997973), np.float32(0.8592715), np.float32(0.13938874), np.float32(0.0010646218)]"
1,1,"[np.float32(7.723577e-05), np.float32(0.98149765), np.float32(0.0145347845), np.float32(0.003868308), np.float32(2.2125107e-05)]"
3,3,"[np.float32(0.0037345209), np.float32(0.07715737), np.float32(0.41872233), np.float32(0.49990597), np.float32(0.0004798833)]"
2,2,"[np.float32(0.0006660874), np.float32(0.0033035837), np.float32(0.9683935), np.float32(0.027077043), np.float32(0.00055980793)]"
1,2,"[np.float32(7.005606e-05), np.float32(0.19494605), np.float32(0.79714704), np.float32(0.007826325), np.float32(1.0408557e-05)]"
3,3,"[np.float32(0.00019868526), np.float32(0.0001974288), np.float32(0.025318736), np.float32(0.93146425), np.float32(0.04282079)]"
2,2,"[np.float32(7.778566e-07), np.float32(2.6857415e-06), np.float32(0.9999534), np.float32(4.2370088e-05), np.float32(8.4812746e-07)]"
2,2,"[np.float32(0.0002586418), np.float32(0.006368234), np.float32(0.9894385), np.float32(0.0036654957), np.float32(0.00026898572)]"
